,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
RL Haynes,RL Haynes,Australia,16,26,2,0,61.53846153846154,0,0.0,0,0,0,0
AJ Healy,AJ Healy,Australia,46,75,7,0,61.33333333333333,0,0.0,0,0,0,0
MM Lanning,MM Lanning,Australia,3,8,0,0,37.5,0,0.0,0,0,0,0
EA Perry,EA Perry,Australia,107,110,8,3,97.27272727272728,7,15.0,1,0,0,2.142857142857143
BL Mooney,BL Mooney,Australia,42,52,3,0,80.76923076923077,0,0.0,0,0,0,0
EJ Villani,EJ Villani,Australia,0,2,0,0,0.0,0,0.0,0,0,0,0
A Gardner,A Gardner,Australia,0,1,0,0,0.0,6,29.0,0,0,1,4.833333333333333
JL Jonassen,JL Jonassen,Australia,16,19,1,0,84.21052631578947,8,27.0,6,0,0,3.375
DM Kimmince,DM Kimmince,Australia,5,7,0,0,71.42857142857143,3,14.0,0,0,0,4.666666666666667
ML Schutt,ML Schutt,Australia,0,0,0,0,0,7,33.0,2,0,1,4.714285714285714
G Wareham,G Wareham,Australia,0,0,0,0,0,7,32.0,1,0,1,4.571428571428571
SW Bates,SW Bates,New Zealand,11,26,1,0,42.30769230769231,0,0.0,0,0,0,0
SFM Devine,SFM Devine,New Zealand,47,59,4,1,79.66101694915254,9,36.0,1,0,4,4.0
LR Down,LR Down,New Zealand,4,5,1,0,80.0,0,0.0,0,0,0,0
AE Satterthwaite,AE Satterthwaite,New Zealand,37,54,3,0,68.51851851851852,0,0.0,0,0,0,0
KJ Martin,KJ Martin,New Zealand,5,9,1,0,55.55555555555556,0,0.0,0,0,0,0
KT Perkins,KT Perkins,New Zealand,12,28,1,0,42.857142857142854,0,0.0,0,0,0,0
HNK Jensen,HNK Jensen,New Zealand,21,26,3,0,80.76923076923077,10,52.0,1,0,1,5.2
AM Peterson,AM Peterson,New Zealand,2,4,0,0,50.0,9,47.0,2,0,0,5.222222222222222
AC Kerr,AC Kerr,New Zealand,7,8,1,0,87.5,7,30.0,3,0,1,4.285714285714286
LMM Tahuhu,LMM Tahuhu,New Zealand,0,1,0,0,0.0,9,49.0,0,0,2,5.444444444444445
RA Mair,RA Mair,New Zealand,1,8,0,0,12.5,6,31.0,0,0,2,5.166666666666667
