,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
TWM Latham,TWM Latham,Kent,12,9,1,0,133.33333333333331,0,0.0,0,0,0,0
JL Denly,JL Denly,Kent,35,29,5,1,120.6896551724138,0,0.0,0,0,0,0
SA Northeast,SA Northeast,Kent,75,42,9,2,178.57142857142858,0,0.0,0,0,0,0
SW Billings,SW Billings,Kent,14,10,2,0,140.0,0,0.0,0,0,0,0
AJ Blake,AJ Blake,Kent,26,22,0,2,118.18181818181819,0,0.0,0,0,0,0
DI Stevens,DI Stevens,Kent,12,9,0,1,133.33333333333331,4,30.0,3,0,0,7.5
FK Cowdrey,FK Cowdrey,Kent,1,1,0,0,100.0,4,25.0,3,0,0,6.25
K Rabada,K Rabada,Kent,0,0,0,0,0,4,23.0,1,0,1,5.75
JC Tredwell,JC Tredwell,Kent,0,0,0,0,0,2,22.0,0,0,1,11.0
ME Claydon,ME Claydon,Kent,0,0,0,0,0,4,40.0,1,0,1,10.0
DA Griffiths,DA Griffiths,Kent,0,0,0,0,0,2,30.0,1,0,1,15.0
JG Myburgh,JG Myburgh,Somerset,12,10,2,0,120.0,0,0.0,0,0,0,0
DPMD Jayawardene,DPMD Jayawardene,Somerset,2,6,0,0,33.33333333333333,0,0.0,0,0,0,0
J Allenby,J Allenby,Somerset,20,19,2,0,105.26315789473684,1,9.0,0,0,0,9.0
PD Trego,PD Trego,Somerset,63,34,8,3,185.29411764705884,0,0.0,0,0,0,0
MA Leask,MA Leask,Somerset,10,10,1,0,100.0,0,0.0,0,0,0,0
L Gregory,L Gregory,Somerset,17,10,2,0,170.0,4,32.0,2,1,0,8.0
RE van der Merwe,RE van der Merwe,Somerset,24,13,3,1,184.6153846153846,4,28.0,0,0,0,7.0
J Overton,J Overton,Somerset,4,5,1,0,80.0,4,39.0,1,1,6,9.75
RC Davies,RC Davies,Somerset,1,1,0,0,100.0,0,0.0,0,0,0,0
TD Groenewald,TD Groenewald,Somerset,2,4,0,0,50.0,3,40.0,1,0,0,13.333333333333334
MTC Waller,MTC Waller,Somerset,11,8,1,0,137.5,4,38.0,1,0,0,9.5
