,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
D van Niekerk,D van Niekerk,Adelaide Strikers,58,46,3,3,126.08695652173914,3,34.0,0,0,0,11.333333333333334
KM Mack,KM Mack,Adelaide Strikers,31,28,3,1,110.71428571428572,0,0.0,0,0,0,0
L Wolvaardt,L Wolvaardt,Adelaide Strikers,54,32,2,3,168.75,0,0.0,0,0,0,0
TM McGrath,TM McGrath,Adelaide Strikers,8,6,1,0,133.33333333333331,4,20.0,2,0,1,5.0
M Penna,M Penna,Adelaide Strikers,14,9,1,1,155.55555555555557,0,0.0,0,0,0,0
BE Patterson,BE Patterson,Adelaide Strikers,0,0,0,0,0,0,0.0,0,0,0,0
A Wellington,A Wellington,Adelaide Strikers,0,0,0,0,0,4,38.0,2,0,1,9.5
TJ McPharlin,TJ McPharlin,Adelaide Strikers,0,0,0,0,0,0,0.0,0,0,0,0
SJ Coyte,SJ Coyte,Adelaide Strikers,0,0,0,0,0,2,18.0,0,0,0,9.0
JL Barsby,JL Barsby,Adelaide Strikers,0,0,0,0,0,3,23.0,1,0,0,7.666666666666667
ML Schutt,ML Schutt,Adelaide Strikers,0,0,0,0,0,4,23.0,1,0,0,5.75
S Mandhana,S Mandhana,Sydney Thunder,7,7,0,1,100.0,0,0.0,0,0,0,0
T Wilson,T Wilson,Sydney Thunder,42,46,3,0,91.30434782608695,0,0.0,0,0,0,0
P Litchfield,P Litchfield,Sydney Thunder,40,28,3,1,142.85714285714286,0,0.0,0,0,0,0
SJ Johnson,SJ Johnson,Sydney Thunder,2,4,0,0,50.0,4,25.0,2,0,0,6.25
IECM Wong,IECM Wong,Sydney Thunder,43,17,0,6,252.94117647058823,3,8.0,0,0,0,2.6666666666666665
DB Sharma,DB Sharma,Sydney Thunder,17,14,1,0,121.42857142857142,2,35.0,0,0,2,17.5
HJ Darlington,HJ Darlington,Sydney Thunder,1,2,0,0,50.0,4,33.0,1,0,0,8.25
LG Smith,LG Smith,Sydney Thunder,2,2,0,0,100.0,3,30.0,1,0,1,10.0
CL Hall,CL Hall,Sydney Thunder,0,0,0,0,0,0,0.0,0,0,0,0
A Learoyd,A Learoyd,Sydney Thunder,0,0,0,0,0,0,0.0,0,0,0,0
SL Bates,SL Bates,Sydney Thunder,0,0,0,0,0,4,37.0,0,0,0,9.25
