,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
TC Barker,TC Barker,Luxembourg,78,60,8,1,130.0,0,0.0,0,0,0,0
A Halbhavi,A Halbhavi,Luxembourg,4,6,1,0,66.66666666666666,0,0.0,0,0,0,0
J Mees,J Mees,Luxembourg,50,34,3,2,147.05882352941177,0,0.0,0,0,0,0
V Vijh,V Vijh,Luxembourg,31,19,2,2,163.1578947368421,0,0.0,0,0,0,0
WJ Cope,WJ Cope,Luxembourg,2,3,0,0,66.66666666666666,3,25.0,1,0,3,8.333333333333334
J Barker,J Barker,Luxembourg,0,0,0,0,0,0,0.0,0,0,0,0
M Cope,M Cope,Luxembourg,0,0,0,0,0,4,35.0,2,0,1,8.75
M Dixit,M Dixit,Luxembourg,0,0,0,0,0,4,19.0,4,0,3,4.75
A Manepalli,A Manepalli,Luxembourg,0,0,0,0,0,0,0.0,0,0,0,0
A Nanda,A Nanda,Luxembourg,0,0,0,0,0,4,19.0,2,0,4,4.75
Atif Kamal,Atif Kamal,Luxembourg,0,0,0,0,0,4,25.0,1,0,2,6.25
P Mishra,P Mishra,Bulgaria,1,3,0,0,33.33333333333333,4,32.0,0,0,0,8.0
KC D'Souza,KC D'Souza,Bulgaria,31,19,5,1,163.1578947368421,0,0.0,0,0,0,0
H Lakov,H Lakov,Bulgaria,1,3,0,0,33.33333333333333,4,24.0,2,0,0,6.0
IA De Silva,IA De Silva,Bulgaria,24,29,3,0,82.75862068965517,0,0.0,0,0,0,0
Omar Rassol,Omar Rassol,Bulgaria,1,3,0,0,33.33333333333333,0,0.0,0,0,0,0
V Hristov,V Hristov,Bulgaria,2,4,0,0,50.0,0,0.0,0,0,0,0
A Ahmadhel,A Ahmadhel,Bulgaria,4,5,1,0,80.0,0,0.0,0,0,0,0
D Nikolov,D Nikolov,Bulgaria,0,2,0,0,0.0,2,28.0,0,0,1,14.0
M Kadyan,M Kadyan,Bulgaria,25,21,1,2,119.04761904761905,4,34.0,2,0,7,8.5
J Albin,J Albin,Bulgaria,12,17,1,0,70.58823529411765,3,28.0,0,0,1,9.333333333333334
DV Varghese,DV Varghese,Bulgaria,9,6,1,0,150.0,3,34.0,0,1,4,11.333333333333334
