,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
Tamim Iqbal,Tamim Iqbal,Bangladesh,14,10,2,1,140.0,0,0.0,0,0,0,0
Soumya Sarkar,Soumya Sarkar,Bangladesh,0,0,0,0,0,0,0.0,0,0,0,0
Shakib Al Hasan,Shakib Al Hasan,Bangladesh,57,41,9,0,139.02439024390242,4,17.0,0,0,0,4.25
Mushfiqur Rahim,Mushfiqur Rahim,Bangladesh,19,15,4,0,126.66666666666666,0,0.0,0,0,0,0
Sabbir Rahman,Sabbir Rahman,Bangladesh,51,32,7,1,159.375,0,0.0,0,0,0,0
Mahmudullah,Mahmudullah,Bangladesh,0,0,0,0,0,0,0.0,0,0,0,0
Nasir Hossain,Nasir Hossain,Bangladesh,0,0,0,0,0,2,16.0,0,0,1,8.0
Mashrafe Mortaza,Mashrafe Mortaza,Bangladesh,0,0,0,0,0,4,29.0,0,0,0,7.25
Arafat Sunny,Arafat Sunny,Bangladesh,0,0,0,0,0,2,23.0,1,0,1,11.5
Taskin Ahmed,Taskin Ahmed,Bangladesh,0,0,0,0,0,4,29.0,2,0,0,7.25
Mustafizur Rahman,Mustafizur Rahman,Bangladesh,0,0,0,0,0,4,20.0,2,0,2,5.0
Mukhtar Ahmed,Mukhtar Ahmed,Pakistan,37,30,5,1,123.33333333333334,0,0.0,0,0,0,0
Ahmed Shehzad,Ahmed Shehzad,Pakistan,17,31,2,0,54.83870967741935,0,0.0,0,0,0,0
Shahid Afridi,Shahid Afridi,Pakistan,12,9,0,1,133.33333333333331,3,25.0,0,0,0,8.333333333333334
Haris Sohail,Haris Sohail,Pakistan,30,24,0,1,125.0,0,0.0,0,0,0,0
Mohammad Hafeez,Mohammad Hafeez,Pakistan,26,18,4,0,144.44444444444443,1,14.0,1,0,0,14.0
Sohail Tanvir,Sohail Tanvir,Pakistan,8,8,0,0,100.0,3,16.0,0,0,1,5.333333333333333
Mohammad Rizwan,Mohammad Rizwan,Pakistan,0,0,0,0,0,0,0.0,0,0,0,0
Sarfraz Ahmed,Sarfraz Ahmed,Pakistan,0,0,0,0,0,0,0.0,0,0,0,0
Wahab Riaz,Wahab Riaz,Pakistan,0,0,0,0,0,4,39.0,1,0,0,9.75
Umar Gul,Umar Gul,Pakistan,0,0,0,0,0,2,23.0,1,0,0,11.5
Saeed Ajmal,Saeed Ajmal,Pakistan,0,0,0,0,0,4,25.0,0,0,0,6.25
