version,2.2.0
info,balls_per_over,6
info,team,Sierra Leone
info,team,Nigeria
info,gender,female
info,season,2021
info,date,2021/09/09
info,event,ICC Women's T20 World Cup Africa Region Qualifier
info,match_number,4
info,venue,"Botswana Cricket Association Oval 2, Gaborone"
info,city,Gaborone
info,toss_winner,Sierra Leone
info,toss_decision,bat
info,player_of_match,B Etim
info,umpire,I Chabi
info,umpire,R D'Mello
info,reserve_umpire,VR Angara
info,winner,Nigeria
info,winner_wickets,5
info,player,Sierra Leone,M Sankoh
info,player,Sierra Leone,Aminata Kamara
info,player,Sierra Leone,F Pessima
info,player,Sierra Leone,L Bull
info,player,Sierra Leone,AM Kamara
info,player,Sierra Leone,Z Kamara
info,player,Sierra Leone,M Sheriff
info,player,Sierra Leone,J Kowa
info,player,Sierra Leone,I Koroma
info,player,Sierra Leone,M King
info,player,Sierra Leone,R Kassim
info,player,Nigeria,E Sandy
info,player,Nigeria,K Abdulquadri
info,player,Nigeria,S Sunday
info,player,Nigeria,B Etim
info,player,Nigeria,O Asika
info,player,Nigeria,L Piety
info,player,Nigeria,J Efosa
info,player,Nigeria,M Desmond
info,player,Nigeria,Chinyenum George
info,player,Nigeria,T Abdulquadri
info,player,Nigeria,R Samson
info,registry,people,AM Kamara,4ca3d67d
info,registry,people,Aminata Kamara,f7aca3b3
info,registry,people,B Etim,11d0079f
info,registry,people,Chinyenum George,14bf34e0
info,registry,people,E Sandy,59063d6b
info,registry,people,F Pessima,9be80ea0
info,registry,people,I Chabi,5e39110e
info,registry,people,I Koroma,fce5bfd2
info,registry,people,J Efosa,8a0ba257
info,registry,people,J Kowa,9d80f576
info,registry,people,K Abdulquadri,87dcd3ee
info,registry,people,L Bull,256d29e8
info,registry,people,L Piety,46a29dd0
info,registry,people,M Desmond,7ec52f4a
info,registry,people,M King,00015688
info,registry,people,M Sankoh,4206b29c
info,registry,people,M Sheriff,7cfb9b67
info,registry,people,O Asika,b03285bf
info,registry,people,R D'Mello,f3c22863
info,registry,people,R Kassim,119dc992
info,registry,people,R Samson,e63c08e9
info,registry,people,S Sunday,594a0dec
info,registry,people,T Abdulquadri,bc44071a
info,registry,people,VR Angara,5b7b706f
info,registry,people,Z Kamara,a4e98e6b
