,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
AE Jones,AE Jones,Perth Scorchers,9,13,2,0,69.23076923076923,0,0.0,0,0,0,0
MM Lanning,MM Lanning,Perth Scorchers,1,4,0,0,25.0,0,0.0,0,0,0,0
G Redmayne,G Redmayne,Perth Scorchers,10,17,1,0,58.82352941176471,0,0.0,0,0,0,0
NR Sciver,NR Sciver,Perth Scorchers,26,29,5,0,89.65517241379311,4,17.0,1,0,2,4.25
NE Bolton,NE Bolton,Perth Scorchers,12,14,2,0,85.71428571428571,3,25.0,0,0,0,8.333333333333334
C Piparo,C Piparo,Perth Scorchers,19,18,2,0,105.55555555555556,0,0.0,0,0,0,0
H Graham,H Graham,Perth Scorchers,1,3,0,0,33.33333333333333,2,15.0,0,0,0,7.5
JL Barsby,JL Barsby,Perth Scorchers,17,13,2,0,130.76923076923077,2,10.0,0,0,0,5.0
KJ Garth,KJ Garth,Perth Scorchers,8,8,0,0,100.0,4,32.0,0,0,0,8.0
T Peschel,T Peschel,Perth Scorchers,1,1,0,0,100.0,2,12.0,1,0,0,6.0
SM Betts,SM Betts,Perth Scorchers,0,0,0,0,0,0,0.0,0,0,0,0
BL Mooney,BL Mooney,Brisbane Heat,60,44,8,0,136.36363636363635,0,0.0,0,0,0,0
ML Green,ML Green,Brisbane Heat,12,12,2,0,100.0,0,0.0,0,0,0,0
SJ Johnson,SJ Johnson,Brisbane Heat,5,6,0,0,83.33333333333334,4,16.0,2,0,1,4.0
JL Jonassen,JL Jonassen,Brisbane Heat,32,35,3,1,91.42857142857143,4,23.0,4,0,0,5.75
GM Harris,GM Harris,Brisbane Heat,0,0,0,0,0,2,10.0,1,0,0,5.0
L Harris,L Harris,Brisbane Heat,0,0,0,0,0,0,0.0,0,0,0,0
KL Short,KL Short,Brisbane Heat,0,0,0,0,0,0,0.0,0,0,0,0
AC Kerr,AC Kerr,Brisbane Heat,0,0,0,0,0,2,18.0,0,0,0,9.0
DM Kimmince,DM Kimmince,Brisbane Heat,0,0,0,0,0,4,26.0,1,0,0,6.5
M Hinkley,M Hinkley,Brisbane Heat,0,0,0,0,0,0,0.0,0,0,0,0
G Prestwidge,G Prestwidge,Brisbane Heat,0,0,0,0,0,4,13.0,0,0,1,3.25
