,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
RAH Pitchers,RAH Pitchers,Namibia,31,67,6,0,46.26865671641791,0,0.0,0,0,0,0
SJ Baard,SJ Baard,Namibia,22,33,2,0,66.66666666666666,0,0.0,0,0,0,0
R van Schoor,R van Schoor,Namibia,6,17,1,0,35.294117647058826,6,34.0,0,3,0,5.666666666666667
HN Ya France,HN Ya France,Namibia,9,30,1,0,30.0,3,17.0,0,0,0,5.666666666666667
JP Kotze,JP Kotze,Namibia,126,257,16,0,49.0272373540856,0,0.0,0,0,0,0
SF Burger,SF Burger,Namibia,35,68,6,0,51.470588235294116,25,73.0,2,0,1,2.92
G Snyman,G Snyman,Namibia,53,108,7,1,49.074074074074076,22,106.0,1,0,0,4.818181818181818
ZE Green,ZE Green,Namibia,63,218,9,0,28.899082568807337,0,0.0,0,0,0,0
JJ Smit,JJ Smit,Namibia,51,144,5,2,35.41666666666667,22,95.0,0,0,0,4.318181818181818
BM Scholtz,BM Scholtz,Namibia,18,56,1,0,32.142857142857146,31,149.0,1,0,0,4.806451612903226
CW Coombe,CW Coombe,Namibia,35,59,2,1,59.32203389830508,19,92.0,2,0,0,4.842105263157895
WTS Porterfield,WTS Porterfield,Ireland,186,325,21,1,57.230769230769226,0,0.0,0,0,0,0
PR Stirling,PR Stirling,Ireland,15,22,3,0,68.18181818181817,31,40.0,3,0,0,1.2903225806451613
EC Joyce,EC Joyce,Ireland,205,201,26,6,101.99004975124377,0,0.0,0,0,0,0
NJ O'Brien,NJ O'Brien,Ireland,0,1,0,0,0.0,0,0.0,0,0,0,0
GC Wilson,GC Wilson,Ireland,25,67,3,0,37.3134328358209,0,0.0,0,0,0,0
SW Poynter,SW Poynter,Ireland,33,40,6,0,82.5,0,0.0,0,0,0,0
KJ O'Brien,KJ O'Brien,Ireland,45,55,4,0,81.81818181818183,10,30.0,1,0,1,3.0
JF Mooney,JF Mooney,Ireland,53,60,2,1,88.33333333333333,21,80.0,2,0,0,3.8095238095238093
GH Dockrell,GH Dockrell,Ireland,0,0,0,0,0,50,105.0,5,0,0,2.1
TJ Murtagh,TJ Murtagh,Ireland,0,0,0,0,0,32,62.0,6,0,0,1.9375
CA Young,CA Young,Ireland,0,0,0,0,0,32,137.0,3,0,0,4.28125
