,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
Q de Kock,Q de Kock,South Africa,22,16,0,2,137.5,0,0.0,0,0,0,0
RR Hendricks,RR Hendricks,South Africa,19,8,3,1,237.5,0,0.0,0,0,0,0
F du Plessis,F du Plessis,South Africa,27,15,4,0,180.0,0,0.0,0,0,0,0
H Klaasen,H Klaasen,South Africa,12,7,2,0,171.42857142857142,0,0.0,0,0,0,0
DA Miller,DA Miller,South Africa,11,10,1,0,110.00000000000001,0,0.0,0,0,0,0
F Behardien,F Behardien,South Africa,3,2,0,0,150.0,0,0.0,0,0,0,0
CH Morris,CH Morris,South Africa,0,1,0,0,0.0,2,12.0,2,0,1,6.0
AL Phehlukwayo,AL Phehlukwayo,South Africa,2,3,0,0,66.66666666666666,2,21.0,2,0,1,10.5
K Rabada,K Rabada,South Africa,0,0,0,0,0,2,21.0,0,0,1,10.5
L Ngidi,L Ngidi,South Africa,0,0,0,0,0,2,16.0,2,0,1,8.0
T Shamsi,T Shamsi,South Africa,0,0,0,0,0,2,12.0,1,0,0,6.0
AJ Finch,AJ Finch,Australia,7,6,1,0,116.66666666666667,0,0.0,0,0,0,0
CA Lynn,CA Lynn,Australia,14,10,3,0,140.0,0,0.0,0,0,0,0
DJM Short,DJM Short,Australia,0,1,0,0,0.0,1,12.0,0,0,0,12.0
GJ Maxwell,GJ Maxwell,Australia,38,23,2,2,165.2173913043478,2,14.0,1,0,0,7.0
MP Stoinis,MP Stoinis,Australia,5,3,1,0,166.66666666666669,0,0.0,0,0,0,0
BR McDermott,BR McDermott,Australia,4,6,0,0,66.66666666666666,0,0.0,0,0,0,0
AT Carey,AT Carey,Australia,8,7,0,0,114.28571428571428,0,0.0,0,0,0,0
NM Coulter-Nile,NM Coulter-Nile,Australia,2,4,0,0,50.0,2,19.0,2,0,0,9.5
AJ Tye,AJ Tye,Australia,0,0,0,0,0,2,18.0,2,1,1,9.0
JP Behrendorff,JP Behrendorff,Australia,0,0,0,0,0,1,15.0,0,0,0,15.0
B Stanlake,B Stanlake,Australia,0,0,0,0,0,2,23.0,1,0,2,11.5
