,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
G Gambhir,G Gambhir,India,6,8,1,0,75.0,0,0.0,0,0,0,0
AM Rahane,AM Rahane,India,21,25,0,1,84.0,0,0.0,0,0,0,0
V Kohli,V Kohli,India,68,48,11,1,141.66666666666669,3,13.0,0,0,0,4.333333333333333
SK Raina,SK Raina,India,34,25,3,1,136.0,0,0.0,0,0,0,0
MS Dhoni,MS Dhoni,India,16,14,2,0,114.28571428571428,0,0.0,0,0,0,0
RG Sharma,RG Sharma,India,0,0,0,0,0,1,9.0,0,0,1,9.0
MK Tiwary,MK Tiwary,India,0,0,0,0,0,0,0.0,0,0,0,0
IK Pathan,IK Pathan,India,0,0,0,0,0,4,27.0,3,0,3,6.75
R Ashwin,R Ashwin,India,0,0,0,0,0,4,22.0,2,0,1,5.5
UT Yadav,UT Yadav,India,0,0,0,0,0,3,24.0,1,0,2,8.0
AB Dinda,AB Dinda,India,0,0,0,0,0,3,19.0,4,0,0,6.333333333333333
DPMD Jayawardene,DPMD Jayawardene,Sri Lanka,26,19,5,0,136.8421052631579,0,0.0,0,0,0,0
TM Dilshan,TM Dilshan,Sri Lanka,0,1,0,0,0.0,0,0.0,0,0,0,0
WU Tharanga,WU Tharanga,Sri Lanka,5,4,0,0,125.0,0,0.0,0,0,0,0
HDRL Thirimanne,HDRL Thirimanne,Sri Lanka,20,15,2,0,133.33333333333331,0,0.0,0,0,0,0
AD Mathews,AD Mathews,Sri Lanka,31,29,3,0,106.89655172413792,3,23.0,0,0,0,7.666666666666667
BMAJ Mendis,BMAJ Mendis,Sri Lanka,11,15,0,0,73.33333333333333,2,13.0,1,0,0,6.5
LD Chandimal,LD Chandimal,Sri Lanka,7,11,1,0,63.63636363636363,0,0.0,0,0,0,0
NLTC Perera,NLTC Perera,Sri Lanka,1,5,0,0,20.0,4,34.0,0,0,0,8.5
RMS Eranga,RMS Eranga,Sri Lanka,6,7,1,0,85.71428571428571,4,30.0,2,0,2,7.5
SL Malinga,SL Malinga,Sri Lanka,0,2,0,0,0.0,4,31.0,0,0,1,7.75
HMRKB Herath,HMRKB Herath,Sri Lanka,0,0,0,0,0,3,17.0,0,0,0,5.666666666666667
