,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
Kycia A Knight,Kycia A Knight,Barbados,32,51,3,0,62.745098039215684,0,0.0,0,0,0,0
HK Matthews,HK Matthews,Barbados,50,86,2,0,58.139534883720934,7,20.0,3,0,2,2.857142857142857
Kyshona A Knight,Kyshona A Knight,Barbados,49,45,7,1,108.88888888888889,0,0.0,0,0,0,0
A Scantlebury,A Scantlebury,Barbados,0,0,0,0,0,0,0.0,0,0,0,0
AA Alleyne,AA Alleyne,Barbados,0,0,0,0,0,7,31.0,4,0,11,4.428571428571429
T Holder,T Holder,Barbados,0,0,0,0,0,0,0.0,0,0,0,0
SC Selman,SC Selman,Barbados,0,0,0,0,0,6,11.0,1,0,1,1.8333333333333333
A Williams,A Williams,Barbados,0,0,0,0,0,6,29.0,1,0,7,4.833333333333333
S Carrington,S Carrington,Barbados,0,0,0,0,0,0,0.0,0,0,0,0
SJ Bruce,SJ Bruce,Barbados,0,0,0,0,0,5,28.0,1,1,11,5.6
Shai Carrington,Shai Carrington,Barbados,0,0,0,0,0,0,0.0,0,0,0,0
R Boyce,R Boyce,Trinidad and Tobago,5,10,1,0,50.0,0,0.0,0,0,0,0
R Vincent,R Vincent,Trinidad and Tobago,1,12,0,0,8.333333333333332,0,0.0,0,0,0,0
B Cooper,B Cooper,Trinidad and Tobago,5,3,1,0,166.66666666666669,0,0.0,0,0,0,0
S Lord,S Lord,Trinidad and Tobago,4,18,1,0,22.22222222222222,2,20.0,0,0,1,10.0
A Mohammed,A Mohammed,Trinidad and Tobago,9,24,1,0,37.5,7,26.0,0,0,0,3.7142857142857144
LAGL Kirby,LAGL Kirby,Trinidad and Tobago,41,75,1,1,54.666666666666664,0,0.0,0,0,0,0
KN Alexander,KN Alexander,Trinidad and Tobago,1,4,0,0,25.0,0,0.0,0,0,0,0
K Ragoobar,K Ragoobar,Trinidad and Tobago,0,1,0,0,0.0,6,32.0,0,0,1,5.333333333333333
K Ramharack,K Ramharack,Trinidad and Tobago,2,7,0,0,28.57142857142857,7,20.0,0,0,0,2.857142857142857
S Soogrim,S Soogrim,Trinidad and Tobago,2,1,0,0,200.0,2,14.0,0,0,0,7.0
L Ramdeen,L Ramdeen,Trinidad and Tobago,10,39,0,0,25.64102564102564,7,21.0,1,0,0,3.0
