,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
Ayasha Rahman,Ayasha Rahman,Bangladesh,10,16,2,0,62.5,0,0.0,0,0,0,0
Fargana Hoque,Fargana Hoque,Bangladesh,15,31,0,0,48.38709677419355,0,0.0,0,0,0,0
Salma Khatun,Salma Khatun,Bangladesh,19,18,0,1,105.55555555555556,4,11.0,1,0,1,2.75
Rumana Ahmed,Rumana Ahmed,Bangladesh,1,3,0,0,33.33333333333333,4,33.0,2,0,1,8.25
Lata Mondal,Lata Mondal,Bangladesh,10,20,0,0,50.0,0,0.0,0,0,0,0
Nuzhat Tasnia,Nuzhat Tasnia,Bangladesh,5,16,0,0,31.25,0,0.0,0,0,0,0
Shaila Sharmin,Shaila Sharmin,Bangladesh,0,1,0,0,0.0,1,12.0,0,0,0,12.0
Panna Ghosh,Panna Ghosh,Bangladesh,2,8,0,0,25.0,2,17.0,0,0,1,8.5
Fahima Khatun,Fahima Khatun,Bangladesh,7,6,1,0,116.66666666666667,3,18.0,0,0,0,6.0
Jahanara Alam,Jahanara Alam,Bangladesh,0,2,0,0,0.0,3,29.0,1,0,0,9.666666666666666
Khadija Tul Kubra,Khadija Tul Kubra,Bangladesh,0,0,0,0,0,3,29.0,1,0,0,9.666666666666666
M Raj,M Raj,India,41,38,5,0,107.89473684210526,0,0.0,0,0,0,0
H Kaur,H Kaur,India,77,60,12,1,128.33333333333334,0,0.0,0,0,0,0
J Goswami,J Goswami,India,2,4,0,0,50.0,3,11.0,3,1,0,3.6666666666666665
Soniya Dabir,Soniya Dabir,India,8,8,1,0,100.0,4,14.0,0,0,0,3.5
S Sharma,S Sharma,India,1,3,0,0,33.33333333333333,3,12.0,3,0,1,4.0
PG Raut,PG Raut,India,13,6,2,0,216.66666666666666,0,0.0,0,0,0,0
A Das,A Das,India,2,2,0,0,100.0,2,10.0,0,0,0,5.0
KV Jain,KV Jain,India,0,0,0,0,0,0,0.0,0,0,0,0
Poonam Yadav,Poonam Yadav,India,0,0,0,0,0,4,10.0,2,0,0,2.5
M Mehta,M Mehta,India,0,0,0,0,0,0,0.0,0,0,0,0
G Sultana,G Sultana,India,0,0,0,0,0,4,14.0,0,0,0,3.5
