,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
GH Worker,GH Worker,Central Districts,11,16,1,0,68.75,0,0.0,0,0,0,0
JD Ryder,JD Ryder,Central Districts,2,6,0,0,33.33333333333333,0,0.0,0,0,0,0
WA Young,WA Young,Central Districts,23,21,2,0,109.52380952380953,0,0.0,0,0,0,0
TC Bruce,TC Bruce,Central Districts,28,13,1,3,215.3846153846154,0,0.0,0,0,0,0
D Cleaver,D Cleaver,Central Districts,54,33,6,1,163.63636363636365,0,0.0,0,0,0,0
JA Clarkson,JA Clarkson,Central Districts,13,15,0,0,86.66666666666667,0,0.0,0,0,0,0
BM Wheeler,BM Wheeler,Central Districts,24,15,1,2,160.0,3,27.0,1,0,1,9.0
BJ Small,BJ Small,Central Districts,1,1,0,0,100.0,3,37.0,1,0,0,12.333333333333334
AY Patel,AY Patel,Central Districts,0,0,0,0,0,4,26.0,3,0,1,6.5
SHA Rance,SHA Rance,Central Districts,0,0,0,0,0,4,22.0,3,0,0,5.5
BM Tickner,BM Tickner,Central Districts,0,0,0,0,0,4,14.0,2,0,1,3.5
JA Raval,JA Raval,Auckland,6,6,1,0,100.0,0,0.0,0,0,0,0
GD Phillips,GD Phillips,Auckland,16,17,2,0,94.11764705882352,0,0.0,0,0,0,0
MS Chapman,MS Chapman,Auckland,7,8,1,0,87.5,0,0.0,0,0,0,0
Craig Cachopa,Craig Cachopa,Auckland,38,27,4,2,140.74074074074073,0,0.0,0,0,0,0
SM Solia,SM Solia,Auckland,12,8,2,0,150.0,2,16.0,2,0,1,8.0
SM Curran,SM Curran,Auckland,12,5,1,1,240.0,4,28.0,1,0,1,7.0
BJ Horne,BJ Horne,Auckland,0,1,0,0,0.0,0,0.0,0,0,0,0
DJ Grobbelaar,DJ Grobbelaar,Auckland,5,9,0,0,55.55555555555556,3,25.0,1,0,2,8.333333333333334
RM Hira,RM Hira,Auckland,22,19,0,2,115.78947368421053,4,32.0,1,0,0,8.0
TS Nethula,TS Nethula,Auckland,4,3,1,0,133.33333333333331,3,25.0,0,0,0,8.333333333333334
BG Lister,BG Lister,Auckland,1,2,0,0,50.0,4,36.0,1,0,2,9.0
