,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
AN Cook,AN Cook,England,6,21,0,0,28.57142857142857,0,0.0,0,0,0,0
IR Bell,IR Bell,England,20,30,2,0,66.66666666666666,0,0.0,0,0,0,0
IJL Trott,IJL Trott,England,82,84,11,0,97.61904761904762,0,0.0,0,0,0,0
JE Root,JE Root,England,48,71,7,0,67.6056338028169,3,22.0,0,0,0,7.333333333333333
EJG Morgan,EJG Morgan,England,15,19,2,0,78.94736842105263,0,0.0,0,0,0,0
RS Bopara,RS Bopara,England,0,0,0,0,0,4,19.0,0,0,0,4.75
JC Buttler,JC Buttler,England,0,0,0,0,0,0,0.0,0,0,0,0
SCJ Broad,SCJ Broad,England,0,0,0,0,0,9,50.0,3,0,2,5.555555555555555
JM Anderson,JM Anderson,England,0,0,0,0,0,8,14.0,2,0,3,1.75
JC Tredwell,JC Tredwell,England,0,0,0,0,0,7,19.0,4,0,0,2.7142857142857144
ST Finn,ST Finn,England,0,0,0,0,0,8,45.0,1,0,1,5.625
CA Ingram,CA Ingram,South Africa,0,5,0,0,0.0,0,0.0,0,0,0,0
HM Amla,HM Amla,South Africa,1,3,0,0,33.33333333333333,0,0.0,0,0,0,0
RJ Peterson,RJ Peterson,South Africa,30,41,4,0,73.17073170731707,10,49.0,0,0,0,4.9
F du Plessis,F du Plessis,South Africa,26,39,3,0,66.66666666666666,0,0.0,0,0,0,0
AB de Villiers,AB de Villiers,South Africa,0,9,0,0,0.0,0,0.0,0,0,0,0
JP Duminy,JP Duminy,South Africa,3,11,0,0,27.27272727272727,5,27.0,1,0,0,5.4
DA Miller,DA Miller,South Africa,56,51,5,2,109.80392156862746,0,0.0,0,0,0,0
R McLaren,R McLaren,South Africa,1,5,0,0,20.0,6,25.0,0,0,1,4.166666666666667
CH Morris,CH Morris,South Africa,3,6,0,0,50.0,8,38.0,1,0,3,4.75
RK Kleinveldt,RK Kleinveldt,South Africa,43,61,4,1,70.49180327868852,4,10.0,1,0,0,2.5
LL Tsotsobe,LL Tsotsobe,South Africa,0,1,0,0,0.0,5,26.0,0,0,0,5.2
