,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
PR Stirling,PR Stirling,Ireland,2,4,0,0,50.0,1,1.0,0,0,0,1.0
GJ Delany,GJ Delany,Ireland,22,16,5,0,137.5,2,12.0,0,0,0,6.0
A Balbirnie,A Balbirnie,Ireland,3,7,0,0,42.857142857142854,0,0.0,0,0,0,0
HT Tector,HT Tector,Ireland,0,9,0,0,0.0,0,0.0,0,0,0,0
KJ O'Brien,KJ O'Brien,Ireland,22,36,0,0,61.111111111111114,0,0.0,0,0,0,0
L Tucker,L Tucker,Ireland,0,1,0,0,0.0,0,0.0,0,0,0,0
C Campher,C Campher,Ireland,59,118,4,0,50.0,5,26.0,1,0,1,5.2
Simi Singh,Simi Singh,Ireland,0,4,0,0,0.0,4,23.0,0,0,0,5.75
AR McBrine,AR McBrine,Ireland,40,48,3,1,83.33333333333334,8,47.0,1,0,1,5.875
BJ McCarthy,BJ McCarthy,Ireland,3,11,0,0,27.27272727272727,1,3.0,0,1,0,3.0
CA Young,CA Young,Ireland,11,14,1,0,78.57142857142857,8,56.0,2,0,0,7.0
JJ Roy,JJ Roy,England,24,22,2,1,109.09090909090908,0,0.0,0,0,0,0
JM Bairstow,JM Bairstow,England,2,7,0,0,28.57142857142857,0,0.0,0,0,0,0
JM Vince,JM Vince,England,25,21,5,0,119.04761904761905,0,0.0,0,0,0,0
T Banton,T Banton,England,11,24,1,0,45.83333333333333,0,0.0,0,0,0,0
SW Billings,SW Billings,England,67,54,11,0,124.07407407407408,0,0.0,0,0,0,0
EJG Morgan,EJG Morgan,England,36,40,4,2,90.0,0,0.0,0,0,0,0
MM Ali,MM Ali,England,0,0,0,0,0,10,37.0,0,0,0,3.7
DJ Willey,DJ Willey,England,0,0,0,0,0,9,30.0,5,0,2,3.3333333333333335
AU Rashid,AU Rashid,England,0,0,0,0,0,10,26.0,2,0,0,2.6
TK Curran,TK Curran,England,0,0,0,0,0,7,37.0,1,0,1,5.285714285714286
S Mahmood,S Mahmood,England,0,0,0,0,0,9,36.0,2,0,1,4.0
