,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
AM Rahane,AM Rahane,India,24,23,4,0,104.34782608695652,0,0.0,0,0,0,0
S Dhawan,S Dhawan,India,68,92,9,0,73.91304347826086,0,0.0,0,0,0,0
V Kohli,V Kohli,India,2,5,0,0,40.0,0,0.0,0,0,0,0
AT Rayudu,AT Rayudu,India,13,21,1,0,61.904761904761905,0,0.0,0,0,0,0
SK Raina,SK Raina,India,0,2,0,0,0.0,2,14.0,0,0,0,7.0
MS Dhoni,MS Dhoni,India,8,21,0,0,38.095238095238095,0,0.0,0,0,0,0
RA Jadeja,RA Jadeja,India,33,36,2,1,91.66666666666666,10,58.0,1,0,2,5.8
B Kumar,B Kumar,India,2,10,0,0,20.0,10,38.0,0,0,1,3.8
A Mishra,A Mishra,India,5,13,1,0,38.46153846153847,10,72.0,1,0,1,7.2
MM Sharma,MM Sharma,India,8,7,2,0,114.28571428571428,9,61.0,0,0,1,6.777777777777778
Mohammed Shami,Mohammed Shami,India,19,18,2,1,105.55555555555556,9,66.0,4,1,3,7.333333333333333
DR Smith,DR Smith,West Indies,46,45,4,2,102.22222222222221,0,0.0,0,0,0,0
DJ Bravo,DJ Bravo,West Indies,17,25,4,0,68.0,6,28.0,2,0,5,4.666666666666667
DM Bravo,DM Bravo,West Indies,28,45,2,1,62.22222222222222,0,0.0,0,0,0,0
MN Samuels,MN Samuels,West Indies,126,117,11,4,107.6923076923077,3,10.0,2,0,0,3.3333333333333335
D Ramdin,D Ramdin,West Indies,61,60,5,2,101.66666666666666,0,0.0,0,0,0,0
KA Pollard,KA Pollard,West Indies,2,4,0,0,50.0,0,0.0,0,0,0,0
AD Russell,AD Russell,West Indies,1,2,0,0,50.0,4,21.0,1,0,3,5.25
DJG Sammy,DJG Sammy,West Indies,10,6,0,1,166.66666666666669,5,23.0,1,0,0,4.6
SJ Benn,SJ Benn,West Indies,0,0,0,0,0,5,16.0,0,0,0,3.2
R Rampaul,R Rampaul,West Indies,0,0,0,0,0,8,48.0,3,0,2,6.0
JE Taylor,JE Taylor,West Indies,0,0,0,0,0,10,50.0,1,0,2,5.0
