,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
JM Clarke,JM Clarke,Nottinghamshire,36,16,8,0,225.0,0,0.0,0,0,0,0
AD Hales,AD Hales,Nottinghamshire,0,1,0,0,0.0,0,0.0,0,0,0,0
SG Budinger,SG Budinger,Nottinghamshire,21,18,2,1,116.66666666666667,0,0.0,0,0,0,0
BM Duckett,BM Duckett,Nottinghamshire,0,3,0,0,0.0,0,0.0,0,0,0,0
TJ Moores,TJ Moores,Nottinghamshire,17,19,2,0,89.47368421052632,0,0.0,0,0,0,0
SR Patel,SR Patel,Nottinghamshire,3,6,0,0,50.0,4,17.0,2,0,0,4.25
SJ Mullaney,SJ Mullaney,Nottinghamshire,19,18,1,1,105.55555555555556,4,29.0,1,0,0,7.25
CG Harrison,CG Harrison,Nottinghamshire,0,1,0,0,0.0,2,9.0,2,0,0,4.5
LJ Fletcher,LJ Fletcher,Nottinghamshire,2,8,0,0,25.0,2,17.0,2,0,0,8.5
M Carter,M Carter,Nottinghamshire,15,19,2,0,78.94736842105263,4,22.0,1,0,1,5.5
JT Ball,JT Ball,Nottinghamshire,18,11,0,1,163.63636363636365,4,42.0,1,0,0,10.5
LM Reece,LM Reece,Derbyshire,51,31,7,2,164.51612903225808,0,0.0,0,0,0,0
HRC Came,HRC Came,Derbyshire,11,18,0,0,61.111111111111114,0,0.0,0,0,0,0
TA Wood,TA Wood,Derbyshire,1,4,0,0,25.0,0,0.0,0,0,0,0
JL du Plooy,JL du Plooy,Derbyshire,1,6,0,0,16.666666666666664,0,0.0,0,0,0,0
MJJ Critchley,MJJ Critchley,Derbyshire,27,27,1,0,100.0,4,19.0,1,0,0,4.75
BD Guest,BD Guest,Derbyshire,20,15,0,1,133.33333333333331,0,0.0,0,0,0,0
FJ Hudson-Prentice,FJ Hudson-Prentice,Derbyshire,17,12,2,0,141.66666666666669,3,25.0,1,0,0,8.333333333333334
MH McKiernan,MH McKiernan,Derbyshire,0,1,0,0,0.0,2,9.0,3,0,0,4.5
LV van Beek,LV van Beek,Derbyshire,0,1,0,0,0.0,3,36.0,2,0,2,12.0
C McKerr,C McKerr,Derbyshire,0,1,0,0,0.0,4,26.0,1,0,2,6.5
GLS Scrimshaw,GLS Scrimshaw,Derbyshire,3,5,0,0,60.0,4,20.0,1,0,0,5.0
