,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
M Mangru,M Mangru,Guyana,3,19,0,0,15.789473684210526,1,0.0,1,0,0,0.0
KK Mentore,KK Mentore,Guyana,16,21,3,0,76.19047619047619,0,0.0,0,0,0,0
SS Grimmond,SS Grimmond,Guyana,0,0,0,0,0,1,4.0,1,0,0,4.0
SA Campbelle,SA Campbelle,Guyana,30,36,4,0,83.33333333333334,0,0.0,0,0,0,0
S Gajnabi,S Gajnabi,Guyana,14,12,2,0,116.66666666666667,0,0.0,0,0,0,0
CS Fraser,CS Fraser,Guyana,0,0,0,0,0,8,24.0,3,0,11,3.0
K Schultz,K Schultz,Guyana,0,0,0,0,0,4,6.0,0,0,0,1.5
TD Smartt,TD Smartt,Guyana,0,0,0,0,0,10,12.0,4,0,1,1.2
A Munisar,A Munisar,Guyana,0,0,0,0,0,1,9.0,0,1,0,9.0
PO Millington,PO Millington,Guyana,0,0,0,0,0,5,14.0,1,1,0,2.8
EM Giddings,EM Giddings,Guyana,0,0,0,0,0,0,0.0,0,0,0,0
M Clarke,M Clarke,Leeward Islands,3,9,0,0,33.33333333333333,1,13.0,0,0,0,13.0
Jenison Richards,Jenison Richards,Leeward Islands,2,12,0,0,16.666666666666664,3,19.0,0,0,1,6.333333333333333
R Dolabaille,R Dolabaille,Leeward Islands,1,13,0,0,7.6923076923076925,0,0.0,0,0,0,0
S Hector,S Hector,Leeward Islands,0,3,0,0,0.0,3,7.0,1,0,3,2.3333333333333335
S Willett,S Willett,Leeward Islands,1,7,0,0,14.285714285714285,0,0.0,0,0,0,0
A Freeman,A Freeman,Leeward Islands,1,9,0,0,11.11111111111111,0,0.0,0,0,0,0
T Parker,T Parker,Leeward Islands,22,66,3,0,33.33333333333333,0,0.0,0,0,0,0
A Edwards,A Edwards,Leeward Islands,1,5,0,0,20.0,4,18.0,1,0,3,4.5
R Liburd,R Liburd,Leeward Islands,9,31,0,0,29.03225806451613,2,5.0,0,0,1,2.5
T Thorpe,T Thorpe,Leeward Islands,9,25,1,0,36.0,2,13.0,0,0,0,6.5
D Claxton,D Claxton,Leeward Islands,0,3,0,0,0.0,0,0.0,0,0,0,0
