,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
L Wolvaardt,L Wolvaardt,South Africa,25,49,3,0,51.02040816326531,0,0.0,0,0,0,0
T Brits,T Brits,South Africa,35,59,5,0,59.32203389830508,0,0.0,0,0,0,0
L Goodall,L Goodall,South Africa,1,4,0,0,25.0,0,0.0,0,0,0,0
S Luus,S Luus,South Africa,46,52,5,1,88.46153846153845,7,25.0,2,0,0,3.5714285714285716
M du Preez,M du Preez,South Africa,9,20,0,0,45.0,0,0.0,0,0,0,0
CL Tryon,CL Tryon,South Africa,25,23,2,1,108.69565217391303,0,0.0,0,0,0,0
S Jafta,S Jafta,South Africa,14,16,2,0,87.5,0,0.0,0,0,0,0
S Ismail,S Ismail,South Africa,0,6,0,0,0.0,9,53.0,1,0,2,5.888888888888889
M Klaas,M Klaas,South Africa,3,7,0,0,42.857142857142854,6,42.0,2,1,2,7.0
A Khaka,A Khaka,South Africa,4,9,0,0,44.44444444444444,8,26.0,5,0,0,3.25
N Mlaba,N Mlaba,South Africa,6,8,0,0,75.0,9,38.0,0,0,2,4.222222222222222
DJS Dottin,DJS Dottin,West Indies,56,36,7,3,155.55555555555557,0,0.0,0,0,0,0
RS Williams,RS Williams,West Indies,1,5,0,0,20.0,0,0.0,0,0,0,0
Kycia A Knight,Kycia A Knight,West Indies,3,12,0,0,25.0,0,0.0,0,0,0,0
SR Taylor,SR Taylor,West Indies,21,40,1,0,52.5,0,0.0,0,0,0,0
HK Matthews,HK Matthews,West Indies,10,6,1,1,166.66666666666669,9,38.0,2,0,0,4.222222222222222
SA Campbelle,SA Campbelle,West Indies,13,30,0,0,43.333333333333336,0,0.0,0,0,0,0
CN Nation,CN Nation,West Indies,35,52,5,0,67.3076923076923,0,0.0,0,0,0,0
CA Henry,CA Henry,West Indies,26,28,3,0,92.85714285714286,9,32.0,2,0,2,3.5555555555555554
SS Connell,SS Connell,West Indies,0,1,0,0,0.0,8,22.0,2,0,1,2.75
SC Selman,SC Selman,West Indies,11,21,0,0,52.38095238095239,8,47.0,2,3,2,5.875
K Ramharack,K Ramharack,West Indies,1,2,0,0,50.0,8,37.0,2,0,0,4.625
