,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
GC Smith,GC Smith,Cape Cobras,10,7,1,0,142.85714285714286,0,0.0,0,0,0,0
HM Amla,HM Amla,Cape Cobras,84,51,9,3,164.70588235294116,0,0.0,0,0,0,0
S van Zyl,S van Zyl,Cape Cobras,77,57,6,2,135.08771929824562,0,0.0,0,0,0,0
JP Duminy,JP Duminy,Cape Cobras,9,6,1,0,150.0,2,23.0,0,0,0,11.5
JL Ontong,JL Ontong,Cape Cobras,0,0,0,0,0,0,0.0,0,0,0,0
DJ Vilas,DJ Vilas,Cape Cobras,0,0,0,0,0,0,0.0,0,0,0,0
VD Philander,VD Philander,Cape Cobras,0,0,0,0,0,4,36.0,2,0,0,9.0
RJ Peterson,RJ Peterson,Cape Cobras,0,0,0,0,0,4,19.0,3,0,2,4.75
RK Kleinveldt,RK Kleinveldt,Cape Cobras,0,0,0,0,0,4,32.0,0,0,1,8.0
A Mgijima,A Mgijima,Cape Cobras,0,0,0,0,0,2,22.0,1,0,0,11.0
BE Hendricks,BE Hendricks,Cape Cobras,0,0,0,0,0,4,35.0,2,0,3,8.75
Q de Kock,Q de Kock,Lions,24,17,4,1,141.1764705882353,0,0.0,0,0,0,0
GH Bodi,GH Bodi,Lions,9,18,0,0,50.0,0,0.0,0,0,0,0
AN Petersen,AN Petersen,Lions,35,24,3,1,145.83333333333331,0,0.0,0,0,0,0
ND McKenzie,ND McKenzie,Lions,35,28,3,1,125.0,0,0.0,0,0,0,0
Azhar Mahmood,Azhar Mahmood,Lions,7,6,1,0,116.66666666666667,3,32.0,0,0,0,10.666666666666666
Sohail Tanvir,Sohail Tanvir,Lions,0,1,0,0,0.0,4,46.0,0,0,0,11.5
TL Tsolekile,TL Tsolekile,Lions,19,10,4,0,190.0,0,0.0,0,0,0,0
CH Morris,CH Morris,Lions,26,13,1,2,200.0,3,34.0,1,0,2,11.333333333333334
GC Viljoen,GC Viljoen,Lions,2,4,0,0,50.0,4,24.0,1,0,1,6.0
AM Phangiso,AM Phangiso,Lions,0,0,0,0,0,3,24.0,0,0,1,8.0
Imran Tahir,Imran Tahir,Lions,0,0,0,0,0,3,25.0,0,0,0,8.333333333333334
