,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
Ahmed Hassan,Ahmed Hassan,Maldives,9,25,0,0,36.0,3,18.0,2,0,0,6.0
Abdullah Shahid,Abdullah Shahid,Maldives,24,20,4,0,120.0,0,0.0,0,0,0,0
Mohamed Rishwan,Mohamed Rishwan,Maldives,1,6,0,0,16.666666666666664,0,0.0,0,0,0,0
Afzal Faiz,Afzal Faiz,Maldives,15,22,2,0,68.18181818181817,0,0.0,0,0,0,0
Mihusan Hamid,Mihusan Hamid,Maldives,18,21,1,0,85.71428571428571,1,9.0,0,0,0,9.0
Hassan Ibrahim,Hassan Ibrahim,Maldives,16,13,1,1,123.07692307692308,2,25.0,0,0,3,12.5
Ahmed Ameel,Ahmed Ameel,Maldives,5,8,0,0,62.5,0,0.0,0,0,0,0
Mohamed Mahfooz,Mohamed Mahfooz,Maldives,6,5,0,0,120.0,1,16.0,0,0,1,16.0
Mohamed Azzam,Mohamed Azzam,Maldives,0,0,0,0,0,0,0.0,0,0,0,0
Shunan Ali,Shunan Ali,Maldives,0,0,0,0,0,2,14.0,0,0,0,7.0
Umar Adam,Umar Adam,Maldives,0,0,0,0,0,1,21.0,1,0,0,21.0
Zeeshan Maqsood,Zeeshan Maqsood,Oman,15,12,1,1,125.0,4,10.0,1,0,0,2.5
Muhammad Saeed,Muhammad Saeed,Oman,10,11,2,0,90.9090909090909,1,8.0,0,0,0,8.0
Jatinder Singh,Jatinder Singh,Oman,15,9,0,1,166.66666666666669,0,0.0,0,0,0,0
Adnan Ilyas,Adnan Ilyas,Oman,57,21,1,7,271.42857142857144,0,0.0,0,0,0,0
VS Wategaonkar,VS Wategaonkar,Oman,2,2,0,0,100.0,0,0.0,0,0,0,0
Amir Ali,Amir Ali,Oman,0,0,0,0,0,4,22.0,0,0,1,5.5
Shuaib Al Balushi,Shuaib Al Balushi,Oman,0,0,0,0,0,0,0.0,0,0,0,0
RJ Ranpura,RJ Ranpura,Oman,0,0,0,0,0,3,19.0,0,0,2,6.333333333333333
Sultan Ahmed,Sultan Ahmed,Oman,0,0,0,0,0,0,0.0,0,0,0,0
AV Lalcheta,AV Lalcheta,Oman,0,0,0,0,0,4,22.0,2,0,0,5.5
Aamir Kaleem,Aamir Kaleem,Oman,0,0,0,0,0,4,17.0,3,0,1,4.25
