,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
Habib Ahmadzai,Habib Ahmadzai,Austria,27,22,2,0,122.72727272727273,0,0.0,0,0,0,0
Iqbal Hossain,Iqbal Hossain,Austria,34,16,3,3,212.5,1,8.0,0,0,1,8.0
Razmal Shigiwal,Razmal Shigiwal,Austria,27,13,3,1,207.6923076923077,0,0.0,0,0,0,0
A Randhawa,A Randhawa,Austria,6,8,0,0,75.0,0,0.0,0,0,0,0
Shahil Momin,Shahil Momin,Austria,13,17,1,0,76.47058823529412,4,15.0,3,0,0,3.75
Mirza Ahsan,Mirza Ahsan,Austria,9,8,1,0,112.5,0,0.0,0,0,0,0
M Simpson-Parker,M Simpson-Parker,Austria,10,8,1,0,125.0,0,0.0,0,0,0,0
Aqib Iqbal,Aqib Iqbal,Austria,3,8,0,0,37.5,3,15.0,2,0,1,5.0
Abdullah Akbarjan,Abdullah Akbarjan,Austria,5,9,0,0,55.55555555555556,3,24.0,1,0,1,8.0
Sahel Zadran,Sahel Zadran,Austria,1,2,0,0,50.0,3,7.0,3,0,0,2.3333333333333335
A Nathwani,A Nathwani,Austria,1,1,0,0,100.0,4,29.0,1,0,1,7.25
TC Barker,TC Barker,Luxembourg,32,34,3,1,94.11764705882352,0,0.0,0,0,0,0
G Venkateswaran,G Venkateswaran,Luxembourg,4,2,1,0,200.0,0,0.0,0,0,0,0
J Mees,J Mees,Luxembourg,21,18,2,0,116.66666666666667,0,0.0,0,0,0,0
SKS Gill,SKS Gill,Luxembourg,0,1,0,0,0.0,2,12.0,1,0,0,6.0
V Vijh,V Vijh,Luxembourg,0,3,0,0,0.0,4,18.0,3,0,1,4.5
J Barker,J Barker,Luxembourg,9,14,0,0,64.28571428571429,0,0.0,0,0,0,0
S Kushretha,S Kushretha,Luxembourg,3,7,0,0,42.857142857142854,4,20.0,3,0,0,5.0
WJ Cope,WJ Cope,Luxembourg,18,16,2,0,112.5,2,19.0,0,0,0,9.5
Atif Kamal,Atif Kamal,Luxembourg,4,7,0,0,57.14285714285714,2,27.0,1,0,0,13.5
M Dixit,M Dixit,Luxembourg,1,2,0,0,50.0,2,26.0,0,0,0,13.0
P Malav,P Malav,Luxembourg,2,4,0,0,50.0,3,15.0,2,0,0,5.0
