,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
SP Khakurel,SP Khakurel,Nepal,11,12,2,0,91.66666666666666,0,0.0,0,0,0,0
Sagar Pun,Sagar Pun,Nepal,6,5,1,0,120.0,1,11.0,0,0,0,11.0
G Malla,G Malla,Nepal,44,55,1,1,80.0,0,0.0,0,0,0,0
P Khadka,P Khadka,Nepal,5,15,0,0,33.33333333333333,4,23.0,1,0,0,5.75
B Bhandari,B Bhandari,Nepal,29,26,2,1,111.53846153846155,0,0.0,0,0,0,0
S Vesawkar,S Vesawkar,Nepal,6,6,0,0,100.0,0,0.0,0,0,0,0
PS Airee,PS Airee,Nepal,1,1,0,0,100.0,0,0.0,0,0,0,0
B Regmi,B Regmi,Nepal,2,1,0,0,200.0,4,12.0,3,0,0,3.0
SP Gauchan,SP Gauchan,Nepal,0,0,0,0,0,4,29.0,1,0,1,7.25
JK Mukhiya,JK Mukhiya,Nepal,0,0,0,0,0,2,9.0,0,0,0,4.5
A Bhattarai,A Bhattarai,Nepal,0,0,0,0,0,2,24.0,0,0,0,12.0
SJ Myburgh,SJ Myburgh,Netherlands,31,20,5,1,155.0,0,0.0,0,0,0,0
W Barresi,W Barresi,Netherlands,11,8,1,1,137.5,0,0.0,0,0,0,0
DLS van Bunge,DLS van Bunge,Netherlands,11,15,0,1,73.33333333333333,0,0.0,0,0,0,0
PW Borren,PW Borren,Netherlands,17,17,0,1,100.0,2,14.0,0,0,0,7.0
MR Swart,MR Swart,Netherlands,3,4,0,0,75.0,4,26.0,0,0,0,6.5
ES Szwarczynski,ES Szwarczynski,Netherlands,21,28,1,0,75.0,0,0.0,0,0,0,0
BN Cooper,BN Cooper,Netherlands,12,7,0,1,171.42857142857142,0,0.0,0,0,0,0
MJG Rippon,MJG Rippon,Netherlands,0,0,0,0,0,2,10.0,1,0,1,5.0
Mudassar Bukhari,Mudassar Bukhari,Netherlands,0,0,0,0,0,4,15.0,3,1,1,3.75
PM Seelaar,PM Seelaar,Netherlands,0,0,0,0,0,4,13.0,0,0,0,3.25
Ahsan Malik,Ahsan Malik,Netherlands,0,0,0,0,0,4,29.0,2,0,0,7.25
