,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
AJ Healy,AJ Healy,Sydney Sixers,40,27,6,0,148.14814814814815,0,0.0,0,0,0,0
D van Niekerk,D van Niekerk,Sydney Sixers,1,4,0,0,25.0,3,14.0,0,0,1,4.666666666666667
A Gardner,A Gardner,Sydney Sixers,21,31,1,0,67.74193548387096,2,15.0,0,0,0,7.5
SJ McGlashan,SJ McGlashan,Sydney Sixers,8,12,0,0,66.66666666666666,0,0.0,0,0,0,0
M Kapp,M Kapp,Sydney Sixers,34,28,3,0,121.42857142857142,4,26.0,0,0,0,6.5
AR Reakes,AR Reakes,Sydney Sixers,11,18,0,0,61.111111111111114,0,0.0,0,0,0,0
SE Aley,SE Aley,Sydney Sixers,1,1,0,0,100.0,4,23.0,4,0,0,5.75
KJ Garth,KJ Garth,Sydney Sixers,0,0,0,0,0,4,20.0,2,0,1,5.0
LG Smith,LG Smith,Sydney Sixers,0,0,0,0,0,3,18.0,1,0,0,6.0
EA Leys,EA Leys,Sydney Sixers,0,0,0,0,0,0,0.0,0,0,0,0
J Hicks,J Hicks,Sydney Sixers,0,0,0,0,0,0,0.0,0,0,0,0
NE Bolton,NE Bolton,Perth Scorchers,34,35,4,0,97.14285714285714,0,0.0,0,0,0,0
EJ Villani,EJ Villani,Perth Scorchers,23,20,5,0,114.99999999999999,0,0.0,0,0,0,0
SW Bates,SW Bates,Perth Scorchers,7,14,0,0,50.0,3,15.0,1,1,0,5.0
KH Brunt,KH Brunt,Perth Scorchers,35,30,1,1,116.66666666666667,3,27.0,0,0,0,9.0
H Graham,H Graham,Perth Scorchers,2,4,0,0,50.0,3,12.0,1,0,0,4.0
LK Ebsary,LK Ebsary,Perth Scorchers,1,2,0,0,50.0,0,0.0,0,0,0,0
C Piparo,C Piparo,Perth Scorchers,7,9,0,0,77.77777777777779,0,0.0,0,0,0,0
A Shrubsole,A Shrubsole,Perth Scorchers,0,1,0,0,0.0,4,17.0,2,0,0,4.25
P Cleary,P Cleary,Perth Scorchers,5,5,0,0,100.0,3,15.0,1,0,1,5.0
EL King,EL King,Perth Scorchers,0,0,0,0,0,4,32.0,0,0,0,8.0
EJ Smith,EJ Smith,Perth Scorchers,0,0,0,0,0,0,0.0,0,0,0,0
