,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
JA Rudolph,JA Rudolph,Glamorgan,18,15,3,0,120.0,2,21.0,0,0,0,10.5
CA Ingram,CA Ingram,Glamorgan,9,7,2,0,128.57142857142858,1,11.0,0,0,0,11.0
BJ Wright,BJ Wright,Glamorgan,63,46,8,0,136.95652173913044,0,0.0,0,0,0,0
AHT Donald,AHT Donald,Glamorgan,6,8,1,0,75.0,0,0.0,0,0,0,0
MA Wallace,MA Wallace,Glamorgan,20,17,3,0,117.64705882352942,0,0.0,0,0,0,0
CAJ Meschede,CAJ Meschede,Glamorgan,20,8,2,2,250.0,1,11.0,0,0,0,11.0
GG Wagg,GG Wagg,Glamorgan,8,11,0,0,72.72727272727273,3,32.0,2,0,1,10.666666666666666
DL Lloyd,DL Lloyd,Glamorgan,11,7,2,0,157.14285714285714,1,8.0,0,0,0,8.0
AG Salter,AG Salter,Glamorgan,4,1,1,0,400.0,1,16.0,0,0,0,16.0
DA Cosker,DA Cosker,Glamorgan,0,0,0,0,0,3,36.0,0,0,0,12.0
MG Hogan,MG Hogan,Glamorgan,0,0,0,0,0,3,30.0,0,0,2,10.0
CD Nash,CD Nash,Sussex,50,32,7,0,156.25,0,0.0,0,0,0,0
LJ Wright,LJ Wright,Sussex,92,46,8,6,200.0,0,0.0,0,0,0,0
MW Machan,MW Machan,Sussex,12,8,1,1,150.0,1,21.0,0,0,0,21.0
GJ Bailey,GJ Bailey,Sussex,8,3,0,1,266.66666666666663,0,0.0,0,0,0,0
Craig Cachopa,Craig Cachopa,Sussex,0,0,0,0,0,0,0.0,0,0,0,0
HZ Finch,HZ Finch,Sussex,0,0,0,0,0,0,0.0,0,0,0,0
WAT Beer,WAT Beer,Sussex,0,0,0,0,0,4,24.0,2,0,0,6.0
MH Yardy,MH Yardy,Sussex,0,0,0,0,0,4,29.0,0,0,0,7.25
OE Robinson,OE Robinson,Sussex,0,0,0,0,0,3,27.0,0,0,0,9.0
TS Mills,TS Mills,Sussex,0,0,0,0,0,4,34.0,3,0,2,8.5
CJ Liddle,CJ Liddle,Sussex,0,0,0,0,0,4,26.0,2,0,0,6.5
