,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
AC Gilchrist,AC Gilchrist,Australia,118,132,9,3,89.39393939393939,0,0.0,0,0,0,0
ML Hayden,ML Hayden,Australia,4,11,0,0,36.36363636363637,0,0.0,0,0,0,0
RT Ponting,RT Ponting,Australia,25,25,4,0,100.0,0,0.0,0,0,0,0
MJ Clarke,MJ Clarke,Australia,43,69,4,0,62.31884057971014,0,0.0,0,0,0,0
A Symonds,A Symonds,Australia,4,8,0,0,50.0,0,0.0,0,0,0,0
MEK Hussey,MEK Hussey,Australia,25,28,0,1,89.28571428571429,0,0.0,0,0,0,0
JR Hopes,JR Hopes,Australia,2,5,0,0,40.0,9,26.0,1,0,0,2.888888888888889
GB Hogg,GB Hogg,Australia,5,10,0,0,50.0,10,41.0,2,0,1,4.1
B Lee,B Lee,Australia,2,6,0,0,33.33333333333333,9,49.0,1,1,0,5.444444444444445
MG Johnson,MG Johnson,Australia,0,1,0,0,0.0,10,29.0,3,0,1,2.9
NW Bracken,NW Bracken,Australia,1,4,0,0,25.0,8,21.0,3,0,1,2.625
TM Dilshan,TM Dilshan,Sri Lanka,11,13,2,0,84.61538461538461,0,0.0,0,0,0,0
ST Jayasuriya,ST Jayasuriya,Sri Lanka,12,10,2,0,120.0,0,0.0,0,0,0,0
KC Sangakkara,KC Sangakkara,Sri Lanka,80,114,4,0,70.17543859649122,0,0.0,0,0,0,0
DPMD Jayawardene,DPMD Jayawardene,Sri Lanka,21,25,4,0,84.0,0,0.0,0,0,0,0
LPC Silva,LPC Silva,Sri Lanka,0,10,0,0,0.0,0,0.0,0,0,0,0
CK Kapugedera,CK Kapugedera,Sri Lanka,26,60,2,0,43.333333333333336,0,0.0,0,0,0,0
MF Maharoof,MF Maharoof,Sri Lanka,7,16,1,0,43.75,10,53.0,1,1,1,5.3
WPUJC Vaas,WPUJC Vaas,Sri Lanka,0,1,0,0,0.0,10,35.0,1,0,0,3.5
KMDN Kulasekara,KMDN Kulasekara,Sri Lanka,0,7,0,0,0.0,10,52.0,3,0,0,5.2
SL Malinga,SL Malinga,Sri Lanka,5,18,1,0,27.77777777777778,10,47.0,4,0,3,4.7
M Muralitharan,M Muralitharan,Sri Lanka,0,0,0,0,0,10,47.0,1,0,0,4.7
