,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
CT Steel,CT Steel,Durham,6,5,1,0,120.0,2,13.0,0,0,0,6.5
G Clark,G Clark,Durham,41,27,7,0,151.85185185185185,0,0.0,0,0,0,0
PD Collingwood,PD Collingwood,Durham,0,2,0,0,0.0,2,8.0,0,0,0,4.0
MJ Richardson,MJ Richardson,Durham,9,6,1,0,150.0,0,0.0,0,0,0,0
JTA Burnham,JTA Burnham,Durham,7,7,1,0,100.0,0,0.0,0,0,0,0
P Coughlin,P Coughlin,Durham,23,20,2,0,114.99999999999999,1,15.0,0,0,1,15.0
SW Poynter,SW Poynter,Durham,0,1,0,0,0.0,0,0.0,0,0,0,0
RD Pringle,RD Pringle,Durham,19,16,2,0,118.75,3,22.0,0,0,1,7.333333333333333
L Trevaskis,L Trevaskis,Durham,13,17,2,0,76.47058823529412,4,33.0,1,0,0,8.25
BJ McCarthy,BJ McCarthy,Durham,1,5,0,0,20.0,1,12.0,0,0,1,12.0
C Rushworth,C Rushworth,Durham,1,4,0,0,25.0,3,26.0,0,0,0,8.666666666666666
MH Wessels,MH Wessels,Nottinghamshire,49,48,4,0,102.08333333333333,0,0.0,0,0,0,0
AD Hales,AD Hales,Nottinghamshire,44,22,10,0,200.0,0,0.0,0,0,0,0
BRM Taylor,BRM Taylor,Nottinghamshire,33,26,1,1,126.92307692307692,0,0.0,0,0,0,0
SR Patel,SR Patel,Nottinghamshire,0,0,0,0,0,4,26.0,3,0,0,6.5
DT Christian,DT Christian,Nottinghamshire,0,0,0,0,0,0,0.0,0,0,0,0
SJ Mullaney,SJ Mullaney,Nottinghamshire,0,0,0,0,0,4,15.0,2,0,0,3.75
TJ Moores,TJ Moores,Nottinghamshire,0,0,0,0,0,0,0.0,0,0,0,0
IS Sodhi,IS Sodhi,Nottinghamshire,0,0,0,0,0,4,25.0,1,0,0,6.25
JT Ball,JT Ball,Nottinghamshire,0,0,0,0,0,2,19.0,1,0,0,9.5
HF Gurney,HF Gurney,Nottinghamshire,0,0,0,0,0,3,23.0,1,1,1,7.666666666666667
L Wood,L Wood,Nottinghamshire,0,0,0,0,0,2,15.0,2,0,0,7.5
