,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
Imran Nazir,Imran Nazir,Pakistan,5,6,1,0,83.33333333333334,0,0.0,0,0,0,0
Kamran Akmal,Kamran Akmal,Pakistan,5,12,1,0,41.66666666666667,0,0.0,0,0,0,0
Shoaib Malik,Shoaib Malik,Pakistan,23,39,2,1,58.97435897435898,0,0.0,0,0,0,0
Mohammad Yousuf,Mohammad Yousuf,Pakistan,23,31,4,0,74.19354838709677,0,0.0,0,0,0,0
Misbah-ul-Haq,Misbah-ul-Haq,Pakistan,6,22,0,0,27.27272727272727,0,0.0,0,0,0,0
Umar Akmal,Umar Akmal,Pakistan,41,51,6,0,80.3921568627451,0,0.0,0,0,0,0
Shahid Afridi,Shahid Afridi,Pakistan,17,25,1,0,68.0,9,39.0,1,0,0,4.333333333333333
Naved-ul-Hasan,Naved-ul-Hasan,Pakistan,0,0,0,0,0,7,26.0,1,1,2,3.7142857142857144
Mohammad Amir,Mohammad Amir,Pakistan,0,0,0,0,0,7,24.0,3,0,1,3.4285714285714284
Umar Gul,Umar Gul,Pakistan,0,0,0,0,0,8,28.0,3,0,2,3.5
Saeed Ajmal,Saeed Ajmal,Pakistan,0,0,0,0,0,4,16.0,2,0,0,4.0
DM Richards,DM Richards,West Indies,1,4,0,0,25.0,0,0.0,0,0,0,0
ADS Fletcher,ADS Fletcher,West Indies,7,14,1,0,50.0,0,0.0,0,0,0,0
DS Smith,DS Smith,West Indies,18,28,2,0,64.28571428571429,0,0.0,0,0,0,0
TM Dowlin,TM Dowlin,West Indies,0,2,0,0,0.0,0,0.0,0,0,0,0
FL Reifer,FL Reifer,West Indies,7,23,0,0,30.434782608695656,0,0.0,0,0,0,0
DE Bernard,DE Bernard,West Indies,6,14,1,0,42.857142857142854,7,28.0,1,0,3,4.0
DJG Sammy,DJG Sammy,West Indies,25,37,5,0,67.56756756756756,7,29.0,0,0,0,4.142857142857143
CAK Walton,CAK Walton,West Indies,0,1,0,0,0.0,0,0.0,0,0,0,0
NO Miller,NO Miller,West Indies,51,57,6,1,89.47368421052632,0,0.0,0,0,0,0
TL Best,TL Best,West Indies,8,19,1,0,42.10526315789473,7,50.0,0,1,5,7.142857142857143
GC Tonge,GC Tonge,West Indies,4,9,0,0,44.44444444444444,10,25.0,4,2,1,2.5
