,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
S Mandhana,S Mandhana,India,11,9,2,0,122.22222222222223,0,0.0,0,0,0,0
Shafali Verma,Shafali Verma,India,23,22,2,1,104.54545454545455,0,0.0,0,0,0,0
H Deol,H Deol,India,52,47,6,0,110.63829787234043,3,21.0,1,0,2,7.0
JI Rodrigues,JI Rodrigues,India,30,27,3,0,111.11111111111111,0,0.0,0,0,0,0
RM Ghosh,RM Ghosh,India,5,9,0,0,55.55555555555556,0,0.0,0,0,0,0
DB Sharma,DB Sharma,India,3,5,0,0,60.0,3,26.0,0,0,1,8.666666666666666
A Reddy,A Reddy,India,0,1,0,0,0.0,4,20.0,1,0,0,5.0
SD Bahadur,SD Bahadur,India,0,0,0,0,0,4,21.0,0,0,0,5.25
Poonam Yadav,Poonam Yadav,India,0,0,0,0,0,2,13.0,0,0,0,6.5
RS Gayakwad,RS Gayakwad,India,0,0,0,0,0,4,28.0,0,0,0,7.0
NM Parween,NM Parween,India,0,0,0,0,0,0,0.0,0,0,0,0
L Lee,L Lee,South Africa,8,11,2,0,72.72727272727273,0,0.0,0,0,0,0
A Bosch,A Bosch,South Africa,66,48,9,1,137.5,2,11.0,2,0,0,5.5
S Luus,S Luus,South Africa,43,49,5,1,87.75510204081633,3,26.0,0,0,1,8.666666666666666
L Wolvaardt,L Wolvaardt,South Africa,9,7,1,0,128.57142857142858,0,0.0,0,0,0,0
L Goodall,L Goodall,South Africa,0,0,0,0,0,0,0.0,0,0,0,0
M du Preez,M du Preez,South Africa,0,0,0,0,0,0,0.0,0,0,0,0
S Jafta,S Jafta,South Africa,0,0,0,0,0,0,0.0,0,0,0,0
N de Klerk,N de Klerk,South Africa,0,0,0,0,0,3,27.0,0,0,0,9.0
S Ismail,S Ismail,South Africa,0,0,0,0,0,4,14.0,3,0,2,3.5
A Khaka,A Khaka,South Africa,0,0,0,0,0,4,21.0,0,0,0,5.25
N Mlaba,N Mlaba,South Africa,0,0,0,0,0,4,28.0,1,0,0,7.0
