,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
AJ Strauss,AJ Strauss,England,15,27,2,0,55.55555555555556,0,0.0,0,0,0,0
AN Cook,AN Cook,England,42,76,2,0,55.26315789473685,0,0.0,0,0,0,0
MP Vaughan,MP Vaughan,England,103,173,11,0,59.53757225433526,0,0.0,0,0,0,0
KP Pietersen,KP Pietersen,England,226,263,24,2,85.93155893536122,0,0.0,0,0,0,0
PD Collingwood,PD Collingwood,England,29,44,3,0,65.9090909090909,0,0.0,0,0,0,0
IR Bell,IR Bell,England,5,12,1,0,41.66666666666667,0,0.0,0,0,0,0
MJ Prior,MJ Prior,England,75,99,9,0,75.75757575757575,0,0.0,0,0,0,0
LE Plunkett,LE Plunkett,England,44,48,7,0,91.66666666666666,19,60.0,4,4,3,3.1578947368421053
SJ Harmison,SJ Harmison,England,0,0,0,0,0,25,92.0,5,7,1,3.68
RJ Sidebottom,RJ Sidebottom,England,0,0,0,0,0,27,86.0,8,0,0,3.185185185185185
MS Panesar,MS Panesar,England,0,0,0,0,0,7,21.0,1,0,0,3.0
CH Gayle,CH Gayle,West Indies,24,47,3,0,51.06382978723404,14,78.0,1,1,0,5.571428571428571
D Ganga,D Ganga,West Indies,14,40,1,0,35.0,0,0.0,0,0,0,0
DBL Powell,DBL Powell,West Indies,8,25,1,0,32.0,33,153.0,2,1,3,4.636363636363637
DS Smith,DS Smith,West Indies,42,60,6,0,70.0,0,0.0,0,0,0,0
SC Joseph,SC Joseph,West Indies,14,51,2,0,27.450980392156865,0,0.0,0,0,0,0
RS Morton,RS Morton,West Indies,30,75,3,0,40.0,0,0.0,0,0,0,0
DJ Bravo,DJ Bravo,West Indies,75,116,11,1,64.65517241379311,25,97.0,1,1,1,3.88
D Ramdin,D Ramdin,West Indies,11,35,1,0,31.428571428571427,0,0.0,0,0,0,0
JE Taylor,JE Taylor,West Indies,23,25,4,0,92.0,22,116.0,1,1,0,5.2727272727272725
CD Collymore,CD Collymore,West Indies,3,12,0,0,25.0,29,110.0,2,2,1,3.793103448275862
RR Sarwan,RR Sarwan,West Indies,0,0,0,0,0,0,0.0,0,0,0,0
