,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
SE Marsh,SE Marsh,Australia,16,27,1,0,59.25925925925925,0,0.0,0,0,0,0
BJ Haddin,BJ Haddin,Australia,40,52,3,1,76.92307692307693,0,0.0,0,0,0,0
SR Watson,SR Watson,Australia,40,48,2,1,83.33333333333334,0,0.0,0,0,0,0
MJ Clarke,MJ Clarke,Australia,4,4,0,0,100.0,0,0.0,0,0,0,0
A Symonds,A Symonds,Australia,2,5,0,0,40.0,3,18.0,1,0,0,6.0
CJ Ferguson,CJ Ferguson,Australia,2,13,0,0,15.384615384615385,0,0.0,0,0,0,0
JR Hopes,JR Hopes,Australia,48,46,5,1,104.34782608695652,8,22.0,2,0,0,2.75
NM Hauritz,NM Hauritz,Australia,1,3,0,0,33.33333333333333,6,27.0,0,0,0,4.5
NW Bracken,NW Bracken,Australia,1,9,0,0,11.11111111111111,10,25.0,0,0,0,2.5
SR Clark,SR Clark,Australia,2,10,0,0,20.0,8,32.0,1,0,0,4.0
BW Hilfenhaus,BW Hilfenhaus,Australia,4,17,0,0,23.52941176470588,10,42.0,2,2,1,4.2
Salman Butt,Salman Butt,Pakistan,5,10,1,0,50.0,0,0.0,0,0,0,0
Kamran Akmal,Kamran Akmal,Pakistan,48,62,9,0,77.41935483870968,0,0.0,0,0,0,0
Younis Khan,Younis Khan,Pakistan,11,31,2,0,35.483870967741936,0,0.0,0,0,0,0
Shoaib Malik,Shoaib Malik,Pakistan,24,53,1,0,45.28301886792453,1,9.0,0,0,0,9.0
Misbah-ul-Haq,Misbah-ul-Haq,Pakistan,30,68,4,0,44.11764705882353,0,0.0,0,0,0,0
Shahid Afridi,Shahid Afridi,Pakistan,24,16,5,0,150.0,10,38.0,6,0,3,3.8
Nasir Jamshed,Nasir Jamshed,Pakistan,9,14,1,0,64.28571428571429,0,0.0,0,0,0,0
Umar Gul,Umar Gul,Pakistan,8,13,1,0,61.53846153846154,10,48.0,2,0,1,4.8
Shoaib Akhtar,Shoaib Akhtar,Pakistan,0,0,0,0,0,6,35.0,0,0,2,5.833333333333333
Iftikhar Anjum,Iftikhar Anjum,Pakistan,0,0,0,0,0,2,18.0,0,0,0,9.0
Saeed Ajmal,Saeed Ajmal,Pakistan,0,0,0,0,0,10,19.0,2,0,0,1.9
