,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
RJ Burns,RJ Burns,Surrey,90,186,14,0,48.38709677419355,0,0.0,0,0,0,0
MD Stoneman,MD Stoneman,Surrey,30,32,6,0,93.75,0,0.0,0,0,0,0
SG Borthwick,SG Borthwick,Surrey,31,40,6,0,77.5,0,0.0,0,0,0,0
JJ Roy,JJ Roy,Surrey,87,91,11,2,95.6043956043956,0,0.0,0,0,0,0
KC Sangakkara,KC Sangakkara,Surrey,180,183,21,4,98.36065573770492,0,0.0,0,0,0,0
BT Foakes,BT Foakes,Surrey,23,59,3,0,38.983050847457626,0,0.0,0,0,0,0
SM Curran,SM Curran,Surrey,20,31,5,0,64.51612903225806,5,6.0,1,0,0,1.2
TK Curran,TK Curran,Surrey,44,71,6,0,61.97183098591549,6,19.0,0,0,0,3.1666666666666665
GJ Batty,GJ Batty,Surrey,0,0,0,0,0,0,0.0,0,0,0,0
C McKerr,C McKerr,Surrey,0,0,0,0,0,0,0.0,0,0,0,0
MHA Footitt,MHA Footitt,Surrey,0,0,0,0,0,0,0.0,0,0,0,0
GS Ballance,GS Ballance,Yorkshire,0,0,0,0,0,0,0.0,0,0,0,0
A Lyth,A Lyth,Yorkshire,8,20,1,0,40.0,0,0.0,0,0,0,0
AZ Lees,AZ Lees,Yorkshire,5,32,1,0,15.625,0,0.0,0,0,0,0
JE Root,JE Root,Yorkshire,12,13,1,0,92.3076923076923,6,31.0,0,0,0,5.166666666666667
PSP Handscomb,PSP Handscomb,Yorkshire,0,0,0,0,0,0,0.0,0,0,0,0
JM Bairstow,JM Bairstow,Yorkshire,0,0,0,0,0,0,0.0,0,0,0,0
HC Brook,HC Brook,Yorkshire,0,0,0,0,0,0,0.0,0,0,0,0
TT Bresnan,TT Bresnan,Yorkshire,0,0,0,0,0,25,91.0,2,0,1,3.64
AU Rashid,AU Rashid,Yorkshire,0,0,0,0,0,16,107.0,0,0,0,6.6875
JA Brooks,JA Brooks,Yorkshire,0,0,0,0,0,18,109.0,1,2,0,6.055555555555555
SA Patterson,SA Patterson,Yorkshire,0,0,0,0,0,26,73.0,2,0,0,2.8076923076923075
BO Coad,BO Coad,Yorkshire,0,0,0,0,0,24,99.0,2,0,0,4.125
