,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
CL White,CL White,Australia,41,37,4,1,110.8108108108108,0,0.0,0,0,0,0
AJ Finch,AJ Finch,Australia,30,21,1,3,142.85714285714286,0,0.0,0,0,0,0
GJ Maxwell,GJ Maxwell,Australia,14,7,0,2,200.0,4,31.0,2,0,0,7.75
BCJ Cutting,BCJ Cutting,Australia,29,16,1,3,181.25,3,18.0,1,0,1,6.0
GJ Bailey,GJ Bailey,Australia,49,20,4,3,245.00000000000003,0,0.0,0,0,0,0
BJ Hodge,BJ Hodge,Australia,7,7,1,0,100.0,0,0.0,0,0,0,0
DT Christian,DT Christian,Australia,0,2,0,0,0.0,2,14.0,1,0,0,7.0
MS Wade,MS Wade,Australia,19,10,1,1,190.0,0,0.0,0,0,0,0
MA Starc,MA Starc,Australia,0,0,0,0,0,3,8.0,2,0,1,2.6666666666666665
NM Coulter-Nile,NM Coulter-Nile,Australia,0,0,0,0,0,4,21.0,2,0,0,5.25
JM Muirhead,JM Muirhead,Australia,0,0,0,0,0,2,13.0,2,0,0,6.5
LJ Wright,LJ Wright,England,8,12,1,0,66.66666666666666,0,0.0,0,0,0,0
AD Hales,AD Hales,England,6,8,1,0,75.0,0,0.0,0,0,0,0
BA Stokes,BA Stokes,England,5,4,1,0,125.0,3,36.0,0,0,1,12.0
JE Root,JE Root,England,11,21,1,0,52.38095238095239,1,13.0,1,0,0,13.0
EJG Morgan,EJG Morgan,England,34,20,2,2,170.0,0,0.0,0,0,0,0
JC Buttler,JC Buttler,England,8,9,1,0,88.88888888888889,0,0.0,0,0,0,0
RS Bopara,RS Bopara,England,4,5,0,0,80.0,0,0.0,0,0,0,0
TT Bresnan,TT Bresnan,England,14,7,1,1,200.0,4,42.0,1,0,0,10.5
CJ Jordan,CJ Jordan,England,10,12,2,0,83.33333333333334,4,23.0,1,0,1,5.75
SCJ Broad,SCJ Broad,England,2,4,0,0,50.0,4,30.0,3,0,0,7.5
JW Dernbach,JW Dernbach,England,1,2,0,0,50.0,4,49.0,0,0,2,12.25
