,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
GC Smith,GC Smith,South Africa,362,443,45,2,81.7155756207675,0,0.0,0,0,0,0
HH Gibbs,HH Gibbs,South Africa,188,257,29,1,73.15175097276264,0,0.0,0,0,0,0
G Kirsten,G Kirsten,South Africa,45,105,7,0,42.857142857142854,0,0.0,0,0,0,0
HH Dippenaar,HH Dippenaar,South Africa,50,108,5,0,46.2962962962963,0,0.0,0,0,0,0
JA Rudolph,JA Rudolph,South Africa,18,45,1,0,40.0,0,0.0,0,0,0,0
MV Boucher,MV Boucher,South Africa,15,34,1,0,44.11764705882353,0,0.0,0,0,0,0
SM Pollock,SM Pollock,South Africa,24,39,0,1,61.53846153846154,35,57.0,2,7,1,1.6285714285714286
RJ Peterson,RJ Peterson,South Africa,0,0,0,0,0,35,90.0,1,0,0,2.5714285714285716
Dewald Pretorius,Dewald Pretorius,South Africa,0,0,0,0,0,34,135.0,4,4,4,3.9705882352941178
M Ntini,M Ntini,South Africa,0,0,0,0,0,32,152.0,4,2,0,4.75
CM Willoughby,CM Willoughby,South Africa,0,0,0,0,0,20,46.0,0,0,2,2.3
ME Trescothick,ME Trescothick,England,83,180,15,0,46.111111111111114,0,0.0,0,0,0,0
MP Vaughan,MP Vaughan,England,178,348,25,2,51.14942528735632,8,26.0,1,0,0,3.25
MA Butcher,MA Butcher,England,13,50,2,0,26.0,2,15.0,0,0,0,7.5
N Hussain,N Hussain,England,24,56,5,0,42.857142857142854,0,0.0,0,0,0,0
A McGrath,A McGrath,England,34,69,5,0,49.275362318840585,0,0.0,0,0,0,0
AJ Stewart,AJ Stewart,England,38,87,7,0,43.67816091954023,0,0.0,0,0,0,0
A Flintoff,A Flintoff,England,40,57,7,1,70.17543859649122,27,113.0,0,1,0,4.185185185185185
AF Giles,AF Giles,England,41,83,8,0,49.39759036144578,50,198.0,4,0,0,3.96
D Gough,D Gough,England,1,18,0,0,5.555555555555555,25,88.0,1,2,0,3.52
SJ Harmison,SJ Harmison,England,0,2,0,0,0.0,33,138.0,2,1,0,4.181818181818182
JM Anderson,JM Anderson,England,0,4,0,0,0.0,26,129.0,1,1,0,4.961538461538462
