,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
HK Matthews,HK Matthews,West Indies,26,39,3,1,66.66666666666666,8,27.0,3,0,0,3.375
NY McLean,NY McLean,West Indies,3,15,0,0,20.0,0,0.0,0,0,0,0
SA Campbelle,SA Campbelle,West Indies,7,17,1,0,41.17647058823529,0,0.0,0,0,0,0
SR Taylor,SR Taylor,West Indies,79,112,5,2,70.53571428571429,6,29.0,0,0,1,4.833333333333333
CN Nation,CN Nation,West Indies,6,15,1,0,40.0,0,0.0,0,0,0,0
Kyshona A Knight,Kyshona A Knight,West Indies,16,46,3,0,34.78260869565217,0,0.0,0,0,0,0
SACA King,SACA King,West Indies,38,46,2,1,82.6086956521739,4,16.0,0,0,0,4.0
AA Alleyne,AA Alleyne,West Indies,2,3,0,0,66.66666666666666,4,24.0,0,0,0,6.0
S Gajnabi,S Gajnabi,West Indies,4,2,1,0,200.0,4,30.0,0,0,1,7.5
ASS Fletcher,ASS Fletcher,West Indies,2,3,0,0,66.66666666666666,9,33.0,1,0,1,3.6666666666666665
A Mohammed,A Mohammed,West Indies,2,3,0,0,66.66666666666666,7,35.0,0,0,0,5.0
JI Rodrigues,JI Rodrigues,India,69,92,6,0,75.0,0,0.0,0,0,0,0
S Mandhana,S Mandhana,India,74,63,9,3,117.46031746031747,0,0.0,0,0,0,0
PG Raut,PG Raut,India,24,49,1,0,48.97959183673469,0,0.0,0,0,0,0
M Raj,M Raj,India,20,35,2,0,57.14285714285714,0,0.0,0,0,0,0
H Kaur,H Kaur,India,0,9,0,0,0.0,4,21.0,0,0,3,5.25
DB Sharma,DB Sharma,India,4,5,1,0,80.0,10,26.0,1,0,0,2.6
T Bhatia,T Bhatia,India,0,0,0,0,0,0,0.0,0,0,0,0
J Goswami,J Goswami,India,0,0,0,0,0,9,30.0,3,0,1,3.3333333333333335
S Pandey,S Pandey,India,0,0,0,0,0,7,42.0,1,0,1,6.0
Poonam Yadav,Poonam Yadav,India,0,0,0,0,0,10,35.0,2,0,1,3.5
RS Gayakwad,RS Gayakwad,India,0,0,0,0,0,10,39.0,3,0,0,3.9
