,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
BB McCullum,BB McCullum,Middlesex,88,51,9,6,172.54901960784315,0,0.0,0,0,0,0
DJ Malan,DJ Malan,Middlesex,33,29,4,1,113.79310344827587,0,0.0,0,0,0,0
PR Stirling,PR Stirling,Middlesex,14,9,1,1,155.55555555555557,2,14.0,1,0,0,7.0
EJG Morgan,EJG Morgan,Middlesex,28,19,1,3,147.36842105263156,0,0.0,0,0,0,0
RF Higgins,RF Higgins,Middlesex,1,2,0,0,50.0,3,22.0,3,0,1,7.333333333333333
JEC Franklin,JEC Franklin,Middlesex,3,4,0,0,75.0,1,9.0,0,0,0,9.0
JA Simpson,JA Simpson,Middlesex,2,3,0,0,66.66666666666666,0,0.0,0,0,0,0
TG Southee,TG Southee,Middlesex,0,1,0,0,0.0,4,27.0,1,0,0,6.75
TG Helm,TG Helm,Middlesex,0,0,0,0,0,4,46.0,1,0,4,11.5
NA Sowter,NA Sowter,Middlesex,2,2,0,0,100.0,2,17.0,0,0,0,8.5
ST Finn,ST Finn,Middlesex,0,0,0,0,0,4,26.0,2,1,0,6.5
DJ Bell-Drummond,DJ Bell-Drummond,Kent,1,2,0,0,50.0,0,0.0,0,0,0,0
JL Denly,JL Denly,Kent,1,5,0,0,20.0,0,0.0,0,0,0,0
SA Northeast,SA Northeast,Kent,59,43,7,1,137.2093023255814,0,0.0,0,0,0,0
SW Billings,SW Billings,Kent,9,11,1,0,81.81818181818183,0,0.0,0,0,0,0
JDS Neesham,JDS Neesham,Kent,52,37,3,2,140.54054054054055,3,34.0,0,0,0,11.333333333333334
DI Stevens,DI Stevens,Kent,0,1,0,0,0.0,1,6.0,0,0,1,6.0
AJ Blake,AJ Blake,Kent,27,14,5,0,192.85714285714286,0,0.0,0,0,0,0
MT Coles,MT Coles,Kent,2,4,0,0,50.0,4,32.0,4,0,0,8.0
CJ Haggett,CJ Haggett,Kent,2,2,0,0,100.0,4,27.0,2,0,0,6.75
JC Tredwell,JC Tredwell,Kent,1,2,0,0,50.0,4,22.0,1,0,0,5.5
ME Claydon,ME Claydon,Kent,0,0,0,0,0,4,51.0,1,0,0,12.75
