,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
Babar Azam,Babar Azam,Pakistan,50,40,5,1,125.0,0,0.0,0,0,0,0
Sahibzada Farhan,Sahibzada Farhan,Pakistan,39,38,2,3,102.63157894736842,0,0.0,0,0,0,0
Mohammad Hafeez,Mohammad Hafeez,Pakistan,32,20,3,1,160.0,2,16.0,1,0,0,8.0
Shoaib Malik,Shoaib Malik,Pakistan,18,12,2,0,150.0,0,0.0,0,0,0,0
Asif Ali,Asif Ali,Pakistan,4,5,1,0,80.0,0,0.0,0,0,0,0
Faheem Ashraf,Faheem Ashraf,Pakistan,0,1,0,0,0.0,2,8.0,1,0,0,4.0
Imad Wasim,Imad Wasim,Pakistan,3,4,0,0,75.0,4,33.0,0,0,0,8.25
Hasan Ali,Hasan Ali,Pakistan,0,0,0,0,0,4,14.0,2,0,0,3.5
Sarfraz Ahmed,Sarfraz Ahmed,Pakistan,0,0,0,0,0,0,0.0,0,0,0,0
Shadab Khan,Shadab Khan,Pakistan,0,0,0,0,0,4,19.0,4,0,1,4.75
Usman Shinwari,Usman Shinwari,Pakistan,0,0,0,0,0,4,22.0,2,1,0,5.5
AT Carey,AT Carey,Australia,20,9,2,2,222.22222222222223,0,0.0,0,0,0,0
AJ Finch,AJ Finch,Australia,1,3,0,0,33.33333333333333,0,0.0,0,0,0,0
CA Lynn,CA Lynn,Australia,15,13,2,0,115.38461538461537,0,0.0,0,0,0,0
BR McDermott,BR McDermott,Australia,21,20,2,1,105.0,0,0.0,0,0,0,0
GJ Maxwell,GJ Maxwell,Australia,4,8,0,0,50.0,0,0.0,0,0,0,0
MR Marsh,MR Marsh,Australia,21,24,0,1,87.5,1,6.0,2,0,0,6.0
DJM Short,DJM Short,Australia,10,15,1,0,66.66666666666666,4,27.0,0,0,1,6.75
NM Coulter-Nile,NM Coulter-Nile,Australia,0,1,0,0,0.0,3,29.0,0,0,0,9.666666666666666
AJ Tye,AJ Tye,Australia,5,9,0,0,55.55555555555556,4,30.0,1,0,0,7.5
A Zampa,A Zampa,Australia,9,10,1,0,90.0,4,25.0,1,0,1,6.25
NM Lyon,NM Lyon,Australia,4,4,0,0,100.0,4,33.0,1,0,2,8.25
