,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
KY Ottley,KY Ottley,St Kitts and Nevis Patriots,15,12,3,0,125.0,0,0.0,0,0,0,0
E Lewis,E Lewis,St Kitts and Nevis Patriots,9,15,0,1,60.0,0,0.0,0,0,0,0
DC Thomas,DC Thomas,St Kitts and Nevis Patriots,62,49,7,2,126.53061224489797,0,0.0,0,0,0,0
Mohammad Hafeez,Mohammad Hafeez,St Kitts and Nevis Patriots,14,18,0,0,77.77777777777779,2,19.0,0,0,0,9.5
CR Brathwaite,CR Brathwaite,St Kitts and Nevis Patriots,0,2,0,0,0.0,3,28.0,1,0,0,9.333333333333334
FA Allen,FA Allen,St Kitts and Nevis Patriots,33,19,2,2,173.6842105263158,2,9.0,0,0,0,4.5
JN Mohammed,JN Mohammed,St Kitts and Nevis Patriots,4,4,0,0,100.0,0,0.0,0,0,0,0
Usama Mir,Usama Mir,St Kitts and Nevis Patriots,0,1,0,0,0.0,1,18.0,0,0,0,18.0
RR Emrit,RR Emrit,St Kitts and Nevis Patriots,0,0,0,0,0,4,27.0,0,0,0,6.75
AS Joseph,AS Joseph,St Kitts and Nevis Patriots,10,2,1,1,500.0,3,23.0,0,0,0,7.666666666666667
SS Cottrell,SS Cottrell,St Kitts and Nevis Patriots,0,0,0,0,0,4,35.0,1,0,0,8.75
BA King,BA King,Guyana Amazon Warriors,27,22,3,1,122.72727272727273,0,0.0,0,0,0,0
C Hemraj,C Hemraj,Guyana Amazon Warriors,39,24,5,2,162.5,0,0.0,0,0,0,0
SO Hetmyer,SO Hetmyer,Guyana Amazon Warriors,70,47,7,3,148.93617021276594,0,0.0,0,0,0,0
Shoaib Malik,Shoaib Malik,Guyana Amazon Warriors,23,20,3,0,114.99999999999999,0,0.0,0,0,0,0
N Pooran,N Pooran,Guyana Amazon Warriors,0,0,0,0,0,0,0.0,0,0,0,0
SE Rutherford,SE Rutherford,Guyana Amazon Warriors,0,0,0,0,0,0,0.0,0,0,0,0
KMA Paul,KMA Paul,Guyana Amazon Warriors,0,0,0,0,0,4,44.0,1,2,1,11.0
CJ Green,CJ Green,Guyana Amazon Warriors,0,0,0,0,0,4,18.0,2,0,1,4.5
Shadab Khan,Shadab Khan,Guyana Amazon Warriors,0,0,0,0,0,4,20.0,2,0,0,5.0
R Shepherd,R Shepherd,Guyana Amazon Warriors,0,0,0,0,0,4,26.0,1,0,0,6.5
B Laughlin,B Laughlin,Guyana Amazon Warriors,0,0,0,0,0,4,43.0,2,0,0,10.75
