,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
MS Wade,MS Wade,Australia,7,8,1,0,87.5,0,0.0,0,0,0,0
DA Warner,DA Warner,Australia,24,68,2,0,35.294117647058826,0,0.0,0,0,0,0
MJ Clarke,MJ Clarke,Australia,37,54,3,0,68.51851851851852,4,12.0,0,0,0,3.0
MEK Hussey,MEK Hussey,Australia,61,72,1,2,84.72222222222221,1,8.0,0,0,1,8.0
DJ Hussey,DJ Hussey,Australia,0,2,0,0,0.0,2,6.0,0,0,0,3.0
GJ Bailey,GJ Bailey,Australia,39,46,3,0,84.78260869565217,0,0.0,0,0,0,0
GJ Maxwell,GJ Maxwell,Australia,28,27,0,2,103.7037037037037,5,37.0,0,0,3,7.4
DT Christian,DT Christian,Australia,18,15,2,0,120.0,8,40.0,1,0,1,5.0
MG Johnson,MG Johnson,Australia,2,7,0,0,28.57142857142857,9,51.0,1,0,1,5.666666666666667
JL Pattinson,JL Pattinson,Australia,2,2,0,0,100.0,8,46.0,1,0,2,5.75
MA Starc,MA Starc,Australia,11,4,2,0,275.0,8,43.0,0,0,5,5.375
Mohammad Hafeez,Mohammad Hafeez,Pakistan,23,27,2,0,85.18518518518519,10,28.0,1,0,0,2.8
Nasir Jamshed,Nasir Jamshed,Pakistan,97,100,11,2,97.0,0,0.0,0,0,0,0
Azhar Ali,Azhar Ali,Pakistan,59,87,4,0,67.81609195402298,2,14.0,0,0,0,7.0
Asad Shafiq,Asad Shafiq,Pakistan,9,17,0,0,52.94117647058824,0,0.0,0,0,0,0
Misbah-ul-Haq,Misbah-ul-Haq,Pakistan,35,34,5,0,102.94117647058823,0,0.0,0,0,0,0
Kamran Akmal,Kamran Akmal,Pakistan,0,0,0,0,0,0,0.0,0,0,0,0
Umar Akmal,Umar Akmal,Pakistan,0,0,0,0,0,0,0.0,0,0,0,0
Sohail Tanvir,Sohail Tanvir,Pakistan,0,0,0,0,0,9,59.0,0,5,1,6.555555555555555
Abdur Rehman,Abdur Rehman,Pakistan,0,0,0,0,0,10,54.0,1,0,0,5.4
Saeed Ajmal,Saeed Ajmal,Pakistan,0,0,0,0,0,10,32.0,4,0,0,3.2
Junaid Khan,Junaid Khan,Pakistan,0,0,0,0,0,9,52.0,3,0,4,5.777777777777778
