,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
JM Clarke,JM Clarke,Welsh Fire,14,17,2,0,82.35294117647058,0,0.0,0,0,0,0
T Banton,T Banton,Welsh Fire,6,9,0,0,66.66666666666666,0,0.0,0,0,0,0
BM Duckett,BM Duckett,Welsh Fire,64,48,8,0,133.33333333333331,0,0.0,0,0,0,0
MJJ Critchley,MJJ Critchley,Welsh Fire,3,5,0,0,60.0,4,18.0,2,0,0,4.5
DA Miller,DA Miller,Welsh Fire,3,6,0,0,50.0,0,0.0,0,0,0,0
JL du Plooy,JL du Plooy,Welsh Fire,21,15,0,1,140.0,0,0.0,0,0,0,0
JJ Cobb,JJ Cobb,Welsh Fire,0,0,0,0,0,1,12.0,0,0,0,12.0
D Pretorius,D Pretorius,Welsh Fire,0,0,0,0,0,2,20.0,0,0,0,10.0
IS Sodhi,IS Sodhi,Welsh Fire,0,0,0,0,0,4,14.0,2,0,0,3.5
DA Payne,DA Payne,Welsh Fire,0,0,0,0,0,3,20.0,0,0,0,6.666666666666667
JT Ball,JT Ball,Welsh Fire,0,0,0,0,0,4,27.0,0,1,0,6.75
A Lyth,A Lyth,Northern Superchargers,47,34,5,2,138.23529411764704,0,0.0,0,0,0,0
F du Plessis,F du Plessis,Northern Superchargers,32,24,2,2,133.33333333333331,0,0.0,0,0,0,0
HC Brook,HC Brook,Northern Superchargers,8,11,0,0,72.72727272727273,0,0.0,0,0,0,0
D Wiese,D Wiese,Northern Superchargers,13,13,0,1,100.0,4,23.0,1,0,0,5.75
AJ Hose,AJ Hose,Northern Superchargers,4,3,1,0,133.33333333333331,0,0.0,0,0,0,0
DJ Willey,DJ Willey,Northern Superchargers,5,7,1,0,71.42857142857143,4,17.0,0,0,0,4.25
MS Pepper,MS Pepper,Northern Superchargers,0,0,0,0,0,0,0.0,0,0,0,0
RE van der Merwe,RE van der Merwe,Northern Superchargers,0,0,0,0,0,0,0.0,0,0,0,0
WD Parnell,WD Parnell,Northern Superchargers,0,0,0,0,0,4,25.0,0,0,0,6.25
AU Rashid,AU Rashid,Northern Superchargers,0,0,0,0,0,4,17.0,1,0,1,4.25
CN Miles,CN Miles,Northern Superchargers,0,0,0,0,0,4,30.0,2,0,0,7.5
