,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
AJ Healy,AJ Healy,Sydney Sixers,7,16,0,0,43.75,0,0.0,0,0,0,0
Shafali Verma,Shafali Verma,Sydney Sixers,8,14,1,0,57.14285714285714,0,0.0,0,0,0,0
EA Perry,EA Perry,Sydney Sixers,40,40,3,0,100.0,1,8.0,0,1,0,8.0
A Gardner,A Gardner,Sydney Sixers,0,1,0,0,0.0,3,17.0,0,0,1,5.666666666666667
NE Bolton,NE Bolton,Sydney Sixers,19,29,2,0,65.51724137931035,3,18.0,0,0,0,6.0
AR Reakes,AR Reakes,Sydney Sixers,16,16,1,1,100.0,0,0.0,0,0,0,0
M Brown,M Brown,Sydney Sixers,0,3,0,0,0.0,2,22.0,0,0,1,11.0
RP Yadav,RP Yadav,Sydney Sixers,1,1,0,0,100.0,0,0.0,0,0,0,0
L Cheatle,L Cheatle,Sydney Sixers,0,0,0,0,0,4,15.0,3,0,0,3.75
S Campbell,S Campbell,Sydney Sixers,0,0,0,0,0,3,16.0,1,0,6,5.333333333333333
E Hughes,E Hughes,Sydney Sixers,0,0,0,0,0,0,0.0,0,0,0,0
S Mandhana,S Mandhana,Sydney Thunder,45,39,6,0,115.38461538461537,0,0.0,0,0,0,0
SJ Johnson,SJ Johnson,Sydney Thunder,12,9,2,0,133.33333333333331,4,19.0,2,0,0,4.75
P Litchfield,P Litchfield,Sydney Thunder,3,5,0,0,60.0,0,0.0,0,0,0,0
CL Hall,CL Hall,Sydney Thunder,19,28,2,0,67.85714285714286,0,0.0,0,0,0,0
T Wilson,T Wilson,Sydney Thunder,4,10,0,0,40.0,0,0.0,0,0,0,0
DB Sharma,DB Sharma,Sydney Thunder,4,2,1,0,200.0,4,19.0,0,0,1,4.75
A Learoyd,A Learoyd,Sydney Thunder,0,0,0,0,0,0,0.0,0,0,0,0
HJ Darlington,HJ Darlington,Sydney Thunder,0,0,0,0,0,4,15.0,2,0,2,3.75
IECM Wong,IECM Wong,Sydney Thunder,0,0,0,0,0,4,27.0,2,0,0,6.75
LG Smith,LG Smith,Sydney Thunder,0,0,0,0,0,0,0.0,0,0,0,0
SL Bates,SL Bates,Sydney Thunder,0,0,0,0,0,4,14.0,0,0,0,3.5
