,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
A Lister,A Lister,Scotland,12,9,2,0,133.33333333333331,0,0.0,0,0,0,0
S Horley,S Horley,Scotland,4,11,0,0,36.36363636363637,2,11.0,0,0,0,5.5
KE Bryce,KE Bryce,Scotland,4,10,1,0,40.0,2,19.0,0,0,0,9.5
SJ Bryce,SJ Bryce,Scotland,14,23,2,0,60.86956521739131,0,0.0,0,0,0,0
PA Chatterji,PA Chatterji,Scotland,4,15,0,0,26.666666666666668,0,0.0,0,0,0,0
L Jack,L Jack,Scotland,22,23,3,0,95.65217391304348,0,0.0,0,0,0,0
EL Watson,EL Watson,Scotland,0,1,0,0,0.0,0,0.0,0,0,0,0
K Fraser,K Fraser,Scotland,2,2,0,0,100.0,3,18.0,1,0,0,6.0
R Slater,R Slater,Scotland,7,13,0,0,53.84615384615385,3,13.0,2,0,1,4.333333333333333
AH Maqsood,AH Maqsood,Scotland,4,5,0,0,80.0,1,7.0,0,0,0,7.0
HRA Rainey,HRA Rainey,Scotland,2,5,0,0,40.0,2,9.0,1,0,1,4.5
Shamima Sultana,Shamima Sultana,Bangladesh,7,7,1,0,100.0,0,0.0,0,0,0,0
Murshida Khatun,Murshida Khatun,Bangladesh,15,16,2,0,93.75,0,0.0,0,0,0,0
Nigar Sultana,Nigar Sultana,Bangladesh,34,43,5,0,79.06976744186046,0,0.0,0,0,0,0
Rumana Ahmed,Rumana Ahmed,Bangladesh,11,7,2,0,157.14285714285714,0,0.0,0,0,0,0
S Mostary,S Mostary,Bangladesh,8,5,0,1,160.0,0,0.0,0,0,0,0
Shohely Akhter,Shohely Akhter,Bangladesh,0,0,0,0,0,4,7.0,4,0,0,1.75
Nahida Akter,Nahida Akter,Bangladesh,0,0,0,0,0,3,12.0,2,0,0,4.0
Lata Mondal,Lata Mondal,Bangladesh,0,0,0,0,0,3,16.0,1,0,1,5.333333333333333
Ritu Moni,Ritu Moni,Bangladesh,0,0,0,0,0,2,8.0,0,0,0,4.0
Salma Khatun,Salma Khatun,Bangladesh,0,0,0,0,0,4,16.0,1,0,1,4.0
Sanjida Akter Meghla,Sanjida Akter Meghla,Bangladesh,0,0,0,0,0,4,18.0,2,0,0,4.5
