,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
BF Smith,BF Smith,Welsh Fire,1,8,0,0,12.5,4,32.0,0,0,2,8.0
HK Matthews,HK Matthews,Welsh Fire,33,20,6,0,165.0,4,15.0,0,0,0,3.75
AJ Macleod,AJ Macleod,Welsh Fire,5,8,0,0,62.5,0,0.0,0,0,0,0
G Redmayne,G Redmayne,Welsh Fire,15,21,1,0,71.42857142857143,0,0.0,0,0,0,0
SJ Taylor,SJ Taylor,Welsh Fire,0,1,0,0,0.0,0,0.0,0,0,0,0
SN Luff,SN Luff,Welsh Fire,8,7,1,0,114.28571428571428,0,0.0,0,0,0,0
GM Hennessy,GM Hennessy,Welsh Fire,23,24,2,0,95.83333333333334,3,13.0,0,0,0,4.333333333333333
P Cleary,P Cleary,Welsh Fire,8,8,1,0,100.0,3,27.0,1,0,1,9.0
KL George,KL George,Welsh Fire,5,4,1,0,125.0,0,0.0,0,0,0,0
A Griffiths,A Griffiths,Welsh Fire,0,0,0,0,0,0,0.0,0,0,0,0
N Harvey,N Harvey,Welsh Fire,0,0,0,0,0,3,23.0,1,0,1,7.666666666666667
S Mandhana,S Mandhana,Southern Brave,61,39,5,3,156.4102564102564,0,0.0,0,0,0,0
DN Wyatt,DN Wyatt,Southern Brave,12,9,3,0,133.33333333333331,0,0.0,0,0,0,0
SIR Dunkley,SIR Dunkley,Southern Brave,16,16,2,0,100.0,0,0.0,0,0,0,0
SR Taylor,SR Taylor,Southern Brave,17,20,1,0,85.0,4,19.0,0,0,2,4.75
ME Bouchier,ME Bouchier,Southern Brave,0,0,0,0,0,0,0.0,0,0,0,0
A Wellington,A Wellington,Southern Brave,0,0,0,0,0,3,19.0,2,0,0,6.333333333333333
A Shrubsole,A Shrubsole,Southern Brave,0,0,0,0,0,3,16.0,0,0,0,5.333333333333333
FMK Morris,FMK Morris,Southern Brave,0,0,0,0,0,3,14.0,1,0,1,4.666666666666667
CE Rudd,CE Rudd,Southern Brave,0,0,0,0,0,0,0.0,0,0,0,0
LK Bell,LK Bell,Southern Brave,0,0,0,0,0,4,19.0,3,0,4,4.75
CM Taylor,CM Taylor,Southern Brave,0,0,0,0,0,2,19.0,1,0,0,9.5
