,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
CD Nash,CD Nash,Sussex,3,5,0,0,60.0,2,15.0,1,0,0,7.5
LJ Wright,LJ Wright,Sussex,85,62,7,2,137.09677419354838,0,0.0,0,0,0,0
HZ Finch,HZ Finch,Sussex,22,28,1,0,78.57142857142857,0,0.0,0,0,0,0
RJ Hamilton-Brown,RJ Hamilton-Brown,Sussex,12,10,1,0,120.0,0,0.0,0,0,0,0
MW Machan,MW Machan,Sussex,9,7,1,0,128.57142857142858,0,0.0,0,0,0,0
BC Brown,BC Brown,Sussex,2,3,0,0,66.66666666666666,0,0.0,0,0,0,0
Yasir Arafat,Yasir Arafat,Sussex,1,2,0,0,50.0,4,22.0,1,0,1,5.5
WAT Beer,WAT Beer,Sussex,0,2,0,0,0.0,4,25.0,2,0,3,6.25
SA Piolet,SA Piolet,Sussex,2,3,0,0,66.66666666666666,4,14.0,3,0,0,3.5
JE Anyon,JE Anyon,Sussex,0,0,0,0,0,2,16.0,1,0,0,8.0
LJ Hatchett,LJ Hatchett,Sussex,0,0,0,0,0,3,20.0,2,0,1,6.666666666666667
DJ Bell-Drummond,DJ Bell-Drummond,Kent,14,15,0,0,93.33333333333333,0,0.0,0,0,0,0
RWT Key,RWT Key,Kent,0,1,0,0,0.0,0,0.0,0,0,0,0
SA Northeast,SA Northeast,Kent,17,13,4,0,130.76923076923077,0,0.0,0,0,0,0
AJ Blake,AJ Blake,Kent,0,3,0,0,0.0,0,0.0,0,0,0,0
SW Billings,SW Billings,Kent,23,20,3,0,114.99999999999999,0,0.0,0,0,0,0
DI Stevens,DI Stevens,Kent,3,6,0,0,50.0,4,34.0,1,0,2,8.5
AJ Ball,AJ Ball,Kent,18,26,0,0,69.23076923076923,3,28.0,0,0,2,9.333333333333334
JC Tredwell,JC Tredwell,Kent,4,4,0,0,100.0,4,20.0,2,0,0,5.0
ME Claydon,ME Claydon,Kent,1,4,0,0,25.0,3,23.0,1,0,0,7.666666666666667
DE Bollinger,DE Bollinger,Kent,3,8,0,0,37.5,4,24.0,2,1,0,6.0
DA Griffiths,DA Griffiths,Kent,18,14,0,1,128.57142857142858,2,14.0,2,0,0,7.0
