,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
Mohammad Rizwan,Mohammad Rizwan,Pakistan,82,61,10,1,134.4262295081967,0,0.0,0,0,0,0
Babar Azam,Babar Azam,Pakistan,2,4,0,0,50.0,0,0.0,0,0,0,0
Fakhar Zaman,Fakhar Zaman,Pakistan,13,14,2,0,92.85714285714286,0,0.0,0,0,0,0
Mohammad Hafeez,Mohammad Hafeez,Pakistan,5,7,0,0,71.42857142857143,4,21.0,1,0,0,5.25
Danish Aziz,Danish Aziz,Pakistan,15,11,0,1,136.36363636363635,0,0.0,0,0,0,0
Haider Ali,Haider Ali,Pakistan,5,9,0,0,55.55555555555556,0,0.0,0,0,0,0
Faheem Ashraf,Faheem Ashraf,Pakistan,1,1,0,0,100.0,2,16.0,0,0,0,8.0
Mohammad Nawaz (3),Mohammad Nawaz (3),Pakistan,9,10,0,0,90.0,2,15.0,0,0,0,7.5
Usman Qadir,Usman Qadir,Pakistan,2,4,0,0,50.0,4,29.0,3,0,0,7.25
Mohammad Hasnain,Mohammad Hasnain,Pakistan,0,0,0,0,0,4,27.0,2,0,1,6.75
Haris Rauf,Haris Rauf,Pakistan,0,0,0,0,0,4,29.0,1,0,1,7.25
TS Kamunhukamwe,TS Kamunhukamwe,Zimbabwe,29,35,3,0,82.85714285714286,0,0.0,0,0,0,0
W Madhevere,W Madhevere,Zimbabwe,14,9,3,0,155.55555555555557,2,11.0,2,0,0,5.5
T Marumani,T Marumani,Zimbabwe,0,1,0,0,0.0,0,0.0,0,0,0,0
CR Ervine,CR Ervine,Zimbabwe,34,23,3,1,147.82608695652172,0,0.0,0,0,0,0
RP Burl,RP Burl,Zimbabwe,14,13,0,1,107.6923076923077,3,15.0,0,0,1,5.0
SC Williams,SC Williams,Zimbabwe,9,10,1,0,90.0,1,7.0,0,0,0,7.0
RW Chakabva,RW Chakabva,Zimbabwe,3,2,0,0,150.0,0,0.0,0,0,0,0
LM Jongwe,LM Jongwe,Zimbabwe,30,23,3,1,130.43478260869566,3,24.0,3,0,2,8.0
WP Masakadza,WP Masakadza,Zimbabwe,2,4,0,0,50.0,3,20.0,0,0,1,6.666666666666667
B Muzarabani,B Muzarabani,Zimbabwe,0,0,0,0,0,4,22.0,1,0,1,5.5
R Ngarava,R Ngarava,Zimbabwe,0,0,0,0,0,4,48.0,1,0,4,12.0
