,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
AZ Lees,AZ Lees,Yorkshire,40,123,4,0,32.52032520325203,0,0.0,0,0,0,0
WMH Rhodes,WMH Rhodes,Yorkshire,24,67,1,0,35.82089552238806,3,9.0,0,0,0,3.0
JA Leaning,JA Leaning,Yorkshire,28,91,2,0,30.76923076923077,0,0.0,0,0,0,0
AW Gale,AW Gale,Yorkshire,22,44,2,0,50.0,0,0.0,0,0,0,0
JM Bairstow,JM Bairstow,Yorkshire,219,268,31,1,81.71641791044776,0,0.0,0,0,0,0
AJ Finch,AJ Finch,Yorkshire,10,11,1,0,90.9090909090909,0,0.0,0,0,0,0
AU Rashid,AU Rashid,Yorkshire,21,32,3,0,65.625,43,120.0,4,0,0,2.7906976744186047
TT Bresnan,TT Bresnan,Yorkshire,169,256,27,0,66.015625,22,80.0,3,0,0,3.6363636363636362
SA Patterson,SA Patterson,Yorkshire,0,0,0,0,0,32,68.0,4,0,0,2.125
JA Brooks,JA Brooks,Yorkshire,0,0,0,0,0,29,125.0,6,2,0,4.310344827586207
RJ Sidebottom,RJ Sidebottom,Yorkshire,0,0,0,0,0,27,98.0,3,0,0,3.6296296296296298
MD Stoneman,MD Stoneman,Durham,156,257,18,1,60.70038910505836,2,13.0,0,0,0,6.5
KK Jennings,KK Jennings,Durham,53,123,8,0,43.08943089430895,3,14.0,0,0,0,4.666666666666667
SG Borthwick,SG Borthwick,Durham,65,133,9,0,48.87218045112782,12,65.0,0,0,0,5.416666666666667
PD Collingwood,PD Collingwood,Durham,20,40,5,0,50.0,13,36.0,0,0,1,2.769230769230769
MJ Richardson,MJ Richardson,Durham,60,91,9,0,65.93406593406593,0,0.0,0,0,0,0
GJ Muchall,GJ Muchall,Durham,26,55,3,0,47.27272727272727,0,0.0,0,0,0,0
RD Pringle,RD Pringle,Durham,91,186,16,0,48.924731182795696,8,47.0,0,0,0,5.875
JW Hastings,JW Hastings,Durham,7,6,1,0,116.66666666666667,31,122.0,2,2,0,3.935483870967742
J Harrison,J Harrison,Durham,13,30,2,0,43.333333333333336,23,77.0,2,2,0,3.347826086956522
C Rushworth,C Rushworth,Durham,5,11,0,0,45.45454545454545,30,70.0,1,0,0,2.3333333333333335
G Onions,G Onions,Durham,0,5,0,0,0.0,26,98.0,1,0,0,3.769230769230769
