,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
Manpreet Singh,Manpreet Singh,Italy,50,90,6,0,55.55555555555556,0,0.0,0,0,0,0
MMBRSTC Wanigaratne,MMBRSTC Wanigaratne,Italy,52,70,3,0,74.28571428571429,4,14.0,0,0,0,3.5
R Tanweer,R Tanweer,Italy,9,12,0,1,75.0,0,0.0,0,0,0,0
DG Crowley,DG Crowley,Italy,35,38,2,1,92.10526315789474,5,31.0,1,0,0,6.2
A Bonora,A Bonora,Italy,3,13,0,0,23.076923076923077,0,0.0,0,0,0,0
GP Meade,GP Meade,Italy,7,15,1,0,46.666666666666664,9,39.0,2,0,3,4.333333333333333
BBJL Perera,BBJL Perera,Italy,11,11,1,0,100.0,7,31.0,2,0,1,4.428571428571429
WTN Fernando,WTN Fernando,Italy,0,0,0,0,0,0,0.0,0,0,0,0
Fida Hussain,Fida Hussain,Italy,0,0,0,0,0,0,0.0,0,0,0,0
L di Giglio,L di Giglio,Italy,0,0,0,0,0,7,29.0,3,0,5,4.142857142857143
Charanjeet Singh,Charanjeet Singh,Italy,0,0,0,0,0,6,39.0,1,0,0,6.5
Steven Ryan Taylor,Steven Ryan Taylor,United States of America,4,3,1,0,133.33333333333331,9,28.0,2,0,1,3.111111111111111
Fahad Babar,Fahad Babar,United States of America,7,25,0,0,28.000000000000004,0,0.0,0,0,0,0
RR Timbawala,RR Timbawala,United States of America,2,9,0,0,22.22222222222222,0,0.0,0,0,0,0
AAA Amsterdam,AAA Amsterdam,United States of America,27,39,1,0,69.23076923076923,8,39.0,1,0,0,4.875
AL Dodson,AL Dodson,United States of America,36,70,3,0,51.42857142857142,0,0.0,0,0,0,0
NI Standford,NI Standford,United States of America,25,18,3,1,138.88888888888889,0,0.0,0,0,0,0
TP Allen,TP Allen,United States of America,53,27,4,2,196.2962962962963,8,28.0,1,0,4,3.5
TK Patel,TK Patel,United States of America,5,10,0,0,50.0,6,30.0,1,0,0,5.0
EH Hutchinson,EH Hutchinson,United States of America,12,17,0,0,70.58823529411765,4,13.0,0,0,1,3.25
Jasdeep Singh,Jasdeep Singh,United States of America,2,3,0,0,66.66666666666666,5,27.0,0,0,1,5.4
Danial Ahmed,Danial Ahmed,United States of America,1,3,0,0,33.33333333333333,1,18.0,0,0,2,18.0
