,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
CMA Shillington,CMA Shillington,Ireland,15,20,0,1,75.0,0,0.0,0,0,0,0
ELC Flanagan,ELC Flanagan,Ireland,9,14,1,0,64.28571428571429,0,0.0,0,0,0,0
IMHC Joyce,IMHC Joyce,Ireland,28,33,1,0,84.84848484848484,4,12.0,1,0,1,3.0
EJ Tice,EJ Tice,Ireland,1,2,0,0,50.0,4,23.0,1,0,3,5.75
CNIM Joyce,CNIM Joyce,Ireland,30,41,1,0,73.17073170731707,0,0.0,0,0,0,0
MEMO Scott-Hayward,MEMO Scott-Hayward,Ireland,7,8,0,0,87.5,2,19.0,0,1,5,9.5
K McKenna,K McKenna,Ireland,0,0,0,0,0,0,0.0,0,0,0,0
MV Waldron,MV Waldron,Ireland,0,0,0,0,0,0,0.0,0,0,0,0
L Delany,L Delany,Ireland,0,0,0,0,0,2,7.0,0,0,1,3.5
LN McCarthy,LN McCarthy,Ireland,0,0,0,0,0,4,15.0,1,0,3,3.75
LK O'Reilly,LK O'Reilly,Ireland,0,0,0,0,0,4,20.0,1,0,1,5.0
Nain Abidi,Nain Abidi,Pakistan,1,7,0,0,14.285714285714285,0,0.0,0,0,0,0
Javeria Rauf,Javeria Rauf,Pakistan,17,28,1,0,60.71428571428571,0,0.0,0,0,0,0
Sidra Ameen,Sidra Ameen,Pakistan,15,25,2,0,60.0,0,0.0,0,0,0,0
Nida Dar,Nida Dar,Pakistan,28,34,1,0,82.35294117647058,4,23.0,0,0,0,5.75
Bismah Maroof,Bismah Maroof,Pakistan,18,29,0,0,62.06896551724138,2,12.0,0,0,2,6.0
Sana Mir,Sana Mir,Pakistan,0,0,0,0,0,4,13.0,0,0,0,3.25
Asmavia Iqbal,Asmavia Iqbal,Pakistan,0,0,0,0,0,2,17.0,0,0,2,8.5
Qanita Jalil,Qanita Jalil,Pakistan,0,0,0,0,0,1,4.0,0,0,0,4.0
Batool Fatima,Batool Fatima,Pakistan,0,0,0,0,0,0,0.0,0,0,0,0
Sania Khan,Sania Khan,Pakistan,0,0,0,0,0,3,8.0,2,0,0,2.6666666666666665
Sadia Yousuf,Sadia Yousuf,Pakistan,0,0,0,0,0,4,17.0,2,0,0,4.25
