,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
SC Getkate,SC Getkate,Northern Knights,49,38,4,2,128.94736842105263,4,27.0,4,0,2,6.75
JA McCollum,JA McCollum,Northern Knights,16,11,1,2,145.45454545454547,0,0.0,0,0,0,0
NA Rock,NA Rock,Northern Knights,1,3,0,0,33.33333333333333,0,0.0,0,0,0,0
GC Wilson,GC Wilson,Northern Knights,14,19,2,0,73.68421052631578,0,0.0,0,0,0,0
HT Tector,HT Tector,Northern Knights,10,17,1,0,58.82352941176471,1,9.0,0,0,0,9.0
GJ Thompson,GJ Thompson,Northern Knights,37,20,5,1,185.0,0,0.0,0,0,0,0
MR Adair,MR Adair,Northern Knights,33,12,1,4,275.0,4,22.0,4,0,1,5.5
M Commins,M Commins,Northern Knights,0,0,0,0,0,0,0.0,0,0,0,0
GJ McCarter,GJ McCarter,Northern Knights,0,0,0,0,0,4,21.0,0,0,0,5.25
J Mulder,J Mulder,Northern Knights,0,0,0,0,0,4,25.0,2,1,0,6.25
J Cameron-Dow,J Cameron-Dow,Northern Knights,0,0,0,0,0,3,23.0,0,0,1,7.666666666666667
C Hassett,C Hassett,Munster Reds,17,19,3,0,89.47368421052632,0,0.0,0,0,0,0
JB Tector,JB Tector,Munster Reds,14,16,2,0,87.5,0,0.0,0,0,0,0
ST Doheny,ST Doheny,Munster Reds,35,31,2,2,112.90322580645163,0,0.0,0,0,0,0
JTA Benton,JTA Benton,Munster Reds,21,18,2,0,116.66666666666667,4,22.0,0,0,0,5.5
MC Sorensen,MC Sorensen,Munster Reds,7,11,1,0,63.63636363636363,4,32.0,2,0,3,8.0
EJ Richardson,EJ Richardson,Munster Reds,10,10,1,0,100.0,4,38.0,3,0,1,9.5
N Pretorius,N Pretorius,Munster Reds,14,6,1,1,233.33333333333334,0,0.0,0,0,0,0
JJ Garth,JJ Garth,Munster Reds,2,3,0,0,66.66666666666666,4,31.0,0,0,1,7.75
J Barnes,J Barnes,Munster Reds,0,1,0,0,0.0,4,42.0,1,0,0,10.5
S Jones,S Jones,Munster Reds,1,5,0,0,20.0,0,0.0,0,0,0,0
Yaqoob Ali,Yaqoob Ali,Munster Reds,0,0,0,0,0,0,0.0,0,0,0,0
