,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
NJ Maddinson,NJ Maddinson,Sydney Sixers,39,30,7,1,130.0,0,0.0,0,0,0,0
DA Warner,DA Warner,Sydney Sixers,0,2,0,0,0.0,0,0.0,0,0,0,0
BJ Haddin,BJ Haddin,Sydney Sixers,59,48,3,3,122.91666666666667,0,0.0,0,0,0,0
SPD Smith,SPD Smith,Sydney Sixers,41,32,5,0,128.125,0,0.0,0,0,0,0
MC Henriques,MC Henriques,Sydney Sixers,4,1,1,0,400.0,2,12.0,1,0,1,6.0
BMAJ Mendis,BMAJ Mendis,Sydney Sixers,0,0,0,0,0,4,30.0,0,0,0,7.5
DJ Thornely,DJ Thornely,Sydney Sixers,0,0,0,0,0,0,0.0,0,0,0,0
SNJ O'Keefe,SNJ O'Keefe,Sydney Sixers,0,0,0,0,0,2,18.0,0,0,1,9.0
MA Starc,MA Starc,Sydney Sixers,0,0,0,0,0,4,27.0,2,0,2,6.75
B Lee,B Lee,Sydney Sixers,0,0,0,0,0,4,35.0,0,1,0,8.75
LW Feldman,LW Feldman,Sydney Sixers,0,0,0,0,0,4,19.0,2,0,0,4.75
MJ Guptill,MJ Guptill,Sydney Thunder,20,27,1,0,74.07407407407408,0,0.0,0,0,0,0
UT Khawaja,UT Khawaja,Sydney Thunder,19,16,2,1,118.75,0,0.0,0,0,0,0
CJL Rogers,CJL Rogers,Sydney Thunder,23,16,2,1,143.75,0,0.0,0,0,0,0
CJ Borgas,CJ Borgas,Sydney Thunder,11,12,1,0,91.66666666666666,0,0.0,0,0,0,0
RJG Lockyear,RJG Lockyear,Sydney Thunder,4,12,0,0,33.33333333333333,1,6.0,0,0,0,6.0
RGL Carters,RGL Carters,Sydney Thunder,33,25,1,1,132.0,0,0.0,0,0,0,0
SA Abbott,SA Abbott,Sydney Thunder,24,15,2,1,160.0,4,40.0,1,0,0,10.0
DP Nannes,DP Nannes,Sydney Thunder,0,0,0,0,0,4,16.0,0,0,1,4.0
CP Tremain,CP Tremain,Sydney Thunder,0,0,0,0,0,4,27.0,2,0,0,6.75
GS Sandhu,GS Sandhu,Sydney Thunder,0,0,0,0,0,3,21.0,0,1,0,7.0
LA Doran,LA Doran,Sydney Thunder,0,0,0,0,0,3,35.0,0,0,0,11.666666666666666
