,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
CH Gayle,CH Gayle,Barisal Bulls,8,8,0,1,100.0,2,8.0,0,0,1,4.0
E Lewis,E Lewis,Barisal Bulls,12,15,2,0,80.0,0,0.0,0,0,0,0
Rony Talukdar,Rony Talukdar,Barisal Bulls,3,4,0,0,75.0,0,0.0,0,0,0,0
Mehedi Maruf,Mehedi Maruf,Barisal Bulls,4,12,0,0,33.33333333333333,0,0.0,0,0,0,0
Mahmudullah,Mahmudullah,Barisal Bulls,2,9,0,0,22.22222222222222,0,0.0,0,0,0,0
Sabbir Rahman,Sabbir Rahman,Barisal Bulls,3,9,0,0,33.33333333333333,1,7.0,0,0,0,7.0
S Prasanna,S Prasanna,Barisal Bulls,2,2,0,0,100.0,0,0.0,0,0,0,0
Mohammad Sami,Mohammad Sami,Barisal Bulls,16,21,0,1,76.19047619047619,3,9.0,1,0,0,3.0
Taijul Islam,Taijul Islam,Barisal Bulls,2,5,0,0,40.0,1,4.0,0,0,0,4.0
Sajedul Islam,Sajedul Islam,Barisal Bulls,1,9,0,0,11.11111111111111,2,8.0,0,0,0,4.0
Al-Amin Hossain,Al-Amin Hossain,Barisal Bulls,1,2,0,0,50.0,3,22.0,0,0,0,7.333333333333333
EMDY Munaweera,EMDY Munaweera,Sylhet Super Stars,0,5,0,0,0.0,0,0.0,0,0,0,0
Junaid Siddique,Junaid Siddique,Sylhet Super Stars,34,37,6,0,91.8918918918919,0,0.0,0,0,0,0
Nurul Hasan,Nurul Hasan,Sylhet Super Stars,23,26,2,0,88.46153846153845,0,0.0,0,0,0,0
Abdur Razzak,Abdur Razzak,Sylhet Super Stars,0,0,0,0,0,0,0.0,0,0,0,0
Mohammad Shahid,Mohammad Shahid,Sylhet Super Stars,0,0,0,0,0,3,23.0,2,0,0,7.666666666666667
Rubel Hossain,Rubel Hossain,Sylhet Super Stars,0,0,0,0,0,2,6.0,2,0,1,3.0
Nazmul Hossain Milon,Nazmul Hossain Milon,Sylhet Super Stars,0,0,0,0,0,0,0.0,0,0,0,0
Sohail Tanvir,Sohail Tanvir,Sylhet Super Stars,0,0,0,0,0,3,9.0,1,0,0,3.0
Mushfiqur Rahim,Mushfiqur Rahim,Sylhet Super Stars,0,0,0,0,0,0,0.0,0,0,0,0
Shahid Afridi,Shahid Afridi,Sylhet Super Stars,0,0,0,0,0,4,5.0,2,0,0,1.25
RS Bopara,RS Bopara,Sylhet Super Stars,0,0,0,0,0,4,12.0,3,0,0,3.0
