,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
Marina Iqbal,Marina Iqbal,Pakistan,4,20,0,0,20.0,0,0.0,0,0,0,0
Javeria Khan,Javeria Khan,Pakistan,1,12,0,0,8.333333333333332,0,0.0,0,0,0,0
Bismah Maroof,Bismah Maroof,Pakistan,9,41,1,0,21.951219512195124,7,14.0,4,0,2,2.0
Nain Abidi,Nain Abidi,Pakistan,29,67,3,0,43.28358208955223,0,0.0,0,0,0,0
Sana Mir,Sana Mir,Pakistan,34,79,2,0,43.037974683544306,10,22.0,2,0,1,2.2
Nida Dar,Nida Dar,Pakistan,11,28,0,0,39.285714285714285,8,20.0,0,1,1,2.5
Asmavia Iqbal,Asmavia Iqbal,Pakistan,19,29,2,0,65.51724137931035,4,14.0,0,0,2,3.5
Qanita Jalil,Qanita Jalil,Pakistan,4,10,0,0,40.0,2,12.0,0,0,0,6.0
Sidra Nawaz,Sidra Nawaz,Pakistan,4,10,0,0,40.0,0,0.0,0,0,0,0
Sumaiya Siddiqi,Sumaiya Siddiqi,Pakistan,2,5,0,0,40.0,5,10.0,1,0,1,2.0
Sadia Yousuf,Sadia Yousuf,Pakistan,0,0,0,0,0,10,28.0,3,0,1,2.8
AC Jayangani,AC Jayangani,Sri Lanka,11,14,2,0,78.57142857142857,0,0.0,0,0,0,0
PM Weerakkody,PM Weerakkody,Sri Lanka,19,31,0,0,61.29032258064516,0,0.0,0,0,0,0
MADD Surangika,MADD Surangika,Sri Lanka,38,85,3,0,44.70588235294118,0,0.0,0,0,0,0
GWHM Perera,GWHM Perera,Sri Lanka,8,15,2,0,53.333333333333336,0,0.0,0,0,0,0
HASD Siriwardene,HASD Siriwardene,Sri Lanka,7,36,1,0,19.444444444444446,10,20.0,1,0,2,2.0
LE Kaushalya,LE Kaushalya,Sri Lanka,8,11,0,1,72.72727272727273,7,17.0,3,0,3,2.4285714285714284
SS Weerakkody,SS Weerakkody,Sri Lanka,0,3,0,0,0.0,6,13.0,1,0,2,2.1666666666666665
KADA Kanchana,KADA Kanchana,Sri Lanka,0,1,0,0,0.0,2,9.0,0,0,0,4.5
HAM Samuddika,HAM Samuddika,Sri Lanka,7,22,0,0,31.818181818181817,7,22.0,0,0,3,3.142857142857143
I Ranaweera,I Ranaweera,Sri Lanka,12,36,1,0,33.33333333333333,10,25.0,1,1,0,2.5
BMSM Kumari,BMSM Kumari,Sri Lanka,1,18,0,0,5.555555555555555,8,24.0,3,0,1,3.0
