,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
L Winfield,L Winfield,England,4,13,1,0,30.76923076923077,0,0.0,0,0,0,0
TT Beaumont,TT Beaumont,England,1,10,0,0,10.0,0,0.0,0,0,0,0
HC Knight,HC Knight,England,6,5,1,0,120.0,0,0.0,0,0,0,0
AE Jones,AE Jones,England,21,33,4,0,63.63636363636363,0,0.0,0,0,0,0
SIR Dunkley,SIR Dunkley,England,6,16,1,0,37.5,0,0.0,0,0,0,0
DN Wyatt,DN Wyatt,England,10,20,2,0,50.0,0,0.0,0,0,0,0
CE Dean,CE Dean,England,10,25,2,0,40.0,10,38.0,1,0,3,3.8
KH Brunt,KH Brunt,England,49,99,4,0,49.494949494949495,10,22.0,4,0,1,2.2
S Ecclestone,S Ecclestone,England,8,16,1,0,50.0,10,41.0,1,0,1,4.1
KL Cross,KL Cross,England,29,40,4,0,72.5,8,32.0,0,0,0,4.0
NE Farrant,NE Farrant,England,12,18,2,0,66.66666666666666,8,45.0,1,0,1,5.625
SW Bates,SW Bates,New Zealand,5,19,1,0,26.31578947368421,0,0.0,0,0,0,0
LR Down,LR Down,New Zealand,7,13,1,0,53.84615384615385,0,0.0,0,0,0,0
ML Green,ML Green,New Zealand,70,108,6,0,64.81481481481481,0,0.0,0,0,0,0
AE Satterthwaite,AE Satterthwaite,New Zealand,33,55,5,0,60.0,0,0.0,0,0,0,0
SFM Devine,SFM Devine,New Zealand,3,12,0,0,25.0,9,26.0,0,0,4,2.888888888888889
BM Halliday,BM Halliday,New Zealand,25,38,3,0,65.78947368421053,0,0.0,0,0,0,0
KJ Martin,KJ Martin,New Zealand,2,5,0,0,40.0,0,0.0,0,0,0,0
HNK Jensen,HNK Jensen,New Zealand,2,13,0,0,15.384615384615385,10,40.0,1,0,1,4.0
LMM Tahuhu,LMM Tahuhu,New Zealand,19,15,3,1,126.66666666666666,10,37.0,5,2,2,3.7
LM Kasperek,LM Kasperek,New Zealand,0,0,0,0,0,10,28.0,2,0,2,2.8
MM Penfold,MM Penfold,New Zealand,0,0,0,0,0,10,42.0,2,1,4,4.2
