,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
GC Smith,GC Smith,South Africa,23,29,2,0,79.3103448275862,0,0.0,0,0,0,0
HM Amla,HM Amla,South Africa,129,115,9,2,112.17391304347825,0,0.0,0,0,0,0
JH Kallis,JH Kallis,South Africa,51,54,2,1,94.44444444444444,5,27.0,0,0,0,5.4
AB de Villiers,AB de Villiers,South Africa,57,65,3,0,87.6923076923077,0,0.0,0,0,0,0
JP Duminy,JP Duminy,South Africa,32,38,1,0,84.21052631578947,1,9.0,0,0,0,9.0
DA Miller,DA Miller,South Africa,0,0,0,0,0,0,0.0,0,0,0,0
J Botha,J Botha,South Africa,0,0,0,0,0,10,50.0,0,0,1,5.0
R McLaren,R McLaren,South Africa,0,0,0,0,0,10,45.0,1,0,0,4.5
LL Tsotsobe,LL Tsotsobe,South Africa,0,0,0,0,0,8,48.0,2,0,1,6.0
M Morkel,M Morkel,South Africa,0,0,0,0,0,8,56.0,1,0,3,7.0
CK Langeveldt,CK Langeveldt,South Africa,0,0,0,0,0,8,59.0,2,0,1,7.375
DM Richards,DM Richards,West Indies,59,73,7,1,80.82191780821918,0,0.0,0,0,0,0
CH Gayle,CH Gayle,West Indies,29,28,4,0,103.57142857142858,10,60.0,1,0,0,6.0
S Chanderpaul,S Chanderpaul,West Indies,66,90,3,0,73.33333333333333,0,0.0,0,0,0,0
DJ Bravo,DJ Bravo,West Indies,46,51,2,1,90.19607843137256,7,41.0,1,0,0,5.857142857142857
DM Bravo,DM Bravo,West Indies,45,31,3,1,145.16129032258064,0,0.0,0,0,0,0
KA Pollard,KA Pollard,West Indies,26,18,1,2,144.44444444444443,9,58.0,1,0,1,6.444444444444445
DJG Sammy,DJG Sammy,West Indies,0,1,0,0,0.0,7,34.0,0,0,1,4.857142857142857
DE Bernard,DE Bernard,West Indies,13,9,1,0,144.44444444444443,4,25.0,0,0,2,6.25
D Ramdin,D Ramdin,West Indies,0,0,0,0,0,0,0.0,0,0,0,0
SJ Benn,SJ Benn,West Indies,0,0,0,0,0,4,22.0,0,0,0,5.5
R Rampaul,R Rampaul,West Indies,0,0,0,0,0,9,58.0,0,0,0,6.444444444444445
