,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
SP Khakurel,SP Khakurel,Nepal,9,22,1,0,40.909090909090914,0,0.0,0,0,0,0
AK Mandal,AK Mandal,Nepal,0,3,0,0,0.0,0,0.0,0,0,0,0
G Malla,G Malla,Nepal,12,16,2,0,75.0,0,0.0,0,0,0,0
P Khadka,P Khadka,Nepal,5,13,1,0,38.46153846153847,2,12.0,0,0,4,6.0
S Vesawkar,S Vesawkar,Nepal,9,15,1,0,60.0,0,0.0,0,0,0,0
SP Gauchan,SP Gauchan,Nepal,18,56,2,0,32.142857142857146,9,8.0,1,0,0,0.8888888888888888
PS Airee,PS Airee,Nepal,34,27,4,1,125.92592592592592,0,0.0,0,0,0,0
BK Das,BK Das,Nepal,0,0,0,0,0,6,24.0,0,0,4,4.0
A Bhattarai,A Bhattarai,Nepal,0,0,0,0,0,9,28.0,4,0,2,3.111111111111111
B Regmi,B Regmi,Nepal,0,0,0,0,0,10,30.0,3,0,0,3.0
S Regmi,S Regmi,Nepal,0,0,0,0,0,4,4.0,2,0,0,1.0
CR Suryawanshi,CR Suryawanshi,Singapore,7,12,1,0,58.333333333333336,0,0.0,0,0,0,0
CR Kumarage,CR Kumarage,Singapore,5,5,1,0,100.0,1,1.0,0,0,1,1.0
KB Shinde,KB Shinde,Singapore,0,2,0,0,0.0,0,0.0,0,0,0,0
AE Paraam,AE Paraam,Singapore,31,90,1,1,34.44444444444444,1,1.0,0,0,0,1.0
M Arora,M Arora,Singapore,0,7,0,0,0.0,0,0.0,0,0,0,0
C Janik,C Janik,Singapore,3,23,0,0,13.043478260869565,0,0.0,0,0,0,0
M Dharmichand,M Dharmichand,Singapore,13,43,2,0,30.23255813953488,1,13.0,0,0,4,13.0
Abhiraj Singh,Abhiraj Singh,Singapore,1,6,0,0,16.666666666666664,4,21.0,0,0,0,5.25
Saad Janjua,Saad Janjua,Singapore,2,15,0,0,13.333333333333334,5,22.0,2,0,4,4.4
Shoaib Razzak,Shoaib Razzak,Singapore,10,18,1,0,55.55555555555556,6,15.0,0,1,1,2.5
Amjad Mahboob,Amjad Mahboob,Singapore,16,20,1,1,80.0,7,37.0,3,0,4,5.285714285714286
