,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
CA Pujara,CA Pujara,India,13,24,2,0,54.166666666666664,0,0.0,0,0,0,0
RG Sharma,RG Sharma,India,64,90,5,1,71.11111111111111,0,0.0,0,0,0,0
SK Raina,SK Raina,India,65,71,6,0,91.54929577464789,0,0.0,0,0,0,0
V Kohli,V Kohli,India,0,0,0,0,0,0,0.0,0,0,0,0
KD Karthik,KD Karthik,India,0,0,0,0,0,0,0.0,0,0,0,0
AT Rayudu,AT Rayudu,India,0,0,0,0,0,0,0.0,0,0,0,0
RA Jadeja,RA Jadeja,India,0,0,0,0,0,9,28.0,2,0,0,3.111111111111111
A Mishra,A Mishra,India,0,0,0,0,0,9,25.0,3,0,1,2.7777777777777777
Mohammed Shami,Mohammed Shami,India,0,0,0,0,0,8,34.0,1,0,2,4.25
MM Sharma,MM Sharma,India,0,0,0,0,0,10,26.0,3,0,1,2.6
JD Unadkat,JD Unadkat,India,0,0,0,0,0,7,27.0,1,0,0,3.857142857142857
V Sibanda,V Sibanda,Zimbabwe,24,45,3,0,53.333333333333336,0,0.0,0,0,0,0
Sikandar Raza,Sikandar Raza,Zimbabwe,7,17,1,0,41.17647058823529,0,0.0,0,0,0,0
H Masakadza,H Masakadza,Zimbabwe,10,15,0,1,66.66666666666666,0,0.0,0,0,0,0
BRM Taylor,BRM Taylor,Zimbabwe,0,9,0,0,0.0,0,0.0,0,0,0,0
SC Williams,SC Williams,Zimbabwe,0,2,0,0,0.0,4,21.0,0,0,0,5.25
MN Waller,MN Waller,Zimbabwe,35,77,3,1,45.45454545454545,1,3.0,0,0,0,3.0
E Chigumbura,E Chigumbura,Zimbabwe,50,66,4,0,75.75757575757575,2,12.0,0,0,0,6.0
P Utseya,P Utseya,Zimbabwe,1,12,0,0,8.333333333333332,9,42.0,0,0,1,4.666666666666667
TL Chatara,TL Chatara,Zimbabwe,1,6,0,0,16.666666666666664,5,31.0,1,0,1,6.2
BV Vitori,BV Vitori,Zimbabwe,8,6,0,1,133.33333333333331,6,21.0,0,0,0,3.5
MT Chinouya,MT Chinouya,Zimbabwe,0,1,0,0,0.0,4,14.0,0,0,0,3.5
