,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
SR Watson,SR Watson,Australia,66,80,8,0,82.5,6,34.0,1,0,1,5.666666666666667
DA Warner,DA Warner,Australia,10,20,2,0,50.0,0,0.0,0,0,0,0
PJ Forrest,PJ Forrest,Australia,12,30,0,0,40.0,0,0.0,0,0,0,0
MJ Clarke,MJ Clarke,Australia,10,21,1,0,47.61904761904761,2,13.0,1,0,0,6.5
GJ Bailey,GJ Bailey,Australia,65,86,7,0,75.5813953488372,0,0.0,0,0,0,0
DJ Hussey,DJ Hussey,Australia,29,37,1,0,78.37837837837837,3,17.0,0,0,0,5.666666666666667
MS Wade,MS Wade,Australia,6,8,1,0,75.0,0,0.0,0,0,0,0
B Lee,B Lee,Australia,20,11,0,1,181.8181818181818,10,58.0,0,0,1,5.8
MG Johnson,MG Johnson,Australia,8,9,0,0,88.88888888888889,7,43.0,0,4,2,6.142857142857143
CJ McKay,CJ McKay,Australia,0,0,0,0,0,10,42.0,1,0,0,4.2
XJ Doherty,XJ Doherty,Australia,0,0,0,0,0,8,41.0,1,0,1,5.125
AN Cook,AN Cook,England,18,19,3,0,94.73684210526315,0,0.0,0,0,0,0
IR Bell,IR Bell,England,75,113,6,1,66.3716814159292,0,0.0,0,0,0,0
IJL Trott,IJL Trott,England,17,22,2,0,77.27272727272727,0,0.0,0,0,0,0
RS Bopara,RS Bopara,England,82,85,8,0,96.47058823529412,5,16.0,1,1,0,3.2
EJG Morgan,EJG Morgan,England,43,40,5,0,107.5,0,0.0,0,0,0,0
C Kieswetter,C Kieswetter,England,0,0,0,0,0,0,0.0,0,0,0,0
TT Bresnan,TT Bresnan,England,0,0,0,0,0,8,50.0,2,0,1,6.25
GP Swann,GP Swann,England,0,0,0,0,0,8,27.0,1,0,0,3.375
SCJ Broad,SCJ Broad,England,0,0,0,0,0,10,48.0,1,1,4,4.8
ST Finn,ST Finn,England,0,0,0,0,0,9,36.0,2,0,2,4.0
JW Dernbach,JW Dernbach,England,0,0,0,0,0,10,59.0,0,0,1,5.9
