,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
MH Cross,MH Cross,Scotland,25,33,4,0,75.75757575757575,0,0.0,0,0,0,0
KJ Coetzer,KJ Coetzer,Scotland,60,63,7,2,95.23809523809523,0,0.0,0,0,0,0
CS MacLeod,CS MacLeod,Scotland,26,50,2,0,52.0,3,4.0,1,0,0,1.3333333333333333
RD Berrington,RD Berrington,Scotland,97,87,5,5,111.49425287356323,0,0.0,0,0,0,0
HG Munsey,HG Munsey,Scotland,25,42,2,0,59.523809523809526,0,0.0,0,0,0,0
DE Budge,DE Budge,Scotland,32,25,2,0,128.0,0,0.0,0,0,0,0
MA Leask,MA Leask,Scotland,0,1,0,0,0.0,8,40.0,2,0,2,5.0
Hamza Tahir,Hamza Tahir,Scotland,0,0,0,0,0,10,34.0,1,0,0,3.4
CB Sole,CB Sole,Scotland,0,0,0,0,0,9,79.0,3,3,3,8.777777777777779
MRJ Watt,MRJ Watt,Scotland,0,0,0,0,0,10,22.0,1,0,0,2.2
SM Sharif,SM Sharif,Scotland,0,0,0,0,0,10,74.0,1,0,1,7.4
KH Prajapati,KH Prajapati,Oman,0,2,0,0,0.0,0,0.0,0,0,0,0
Jatinder Singh,Jatinder Singh,Oman,64,65,5,3,98.46153846153847,0,0.0,0,0,0,0
Aqib Ilyas,Aqib Ilyas,Oman,33,64,2,0,51.5625,8,32.0,0,0,0,4.0
Zeeshan Maqsood,Zeeshan Maqsood,Oman,16,20,3,0,80.0,10,56.0,1,0,0,5.6
Suraj Kumar,Suraj Kumar,Oman,3,12,0,0,25.0,0,0.0,0,0,0,0
Khawar Ali,Khawar Ali,Oman,12,28,0,0,42.857142857142854,8,49.0,1,0,0,6.125
Ayan Khan,Ayan Khan,Oman,14,18,2,0,77.77777777777779,7,37.0,1,0,1,5.285714285714286
Sandeep Goud,Sandeep Goud,Oman,54,56,3,4,96.42857142857143,0,0.0,0,0,0,0
Naseem Khushi,Naseem Khushi,Oman,27,24,1,3,112.5,0,0.0,0,0,0,0
Kaleemullah,Kaleemullah,Oman,20,12,1,2,166.66666666666669,8,35.0,3,0,1,4.375
Bilal Khan,Bilal Khan,Oman,1,2,0,0,50.0,9,61.0,0,1,2,6.777777777777778
