,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
TC Barker,TC Barker,Luxembourg,43,33,3,2,130.3030303030303,0,0.0,0,0,0,0
WJ Cope,WJ Cope,Luxembourg,12,10,2,0,120.0,4,23.0,0,0,1,5.75
T Whiteman,T Whiteman,Luxembourg,21,11,2,2,190.9090909090909,0,0.0,0,0,0,0
V Vijh,V Vijh,Luxembourg,26,25,3,0,104.0,4,21.0,3,0,2,5.25
J Mees,J Mees,Luxembourg,43,29,5,2,148.27586206896552,0,0.0,0,0,0,0
M Dixit,M Dixit,Luxembourg,7,6,0,0,116.66666666666667,1,9.0,0,0,0,9.0
J Barker,J Barker,Luxembourg,5,3,1,0,166.66666666666669,0,0.0,0,0,0,0
A Manepalli,A Manepalli,Luxembourg,2,4,0,0,50.0,0,0.0,0,0,0,0
A Dhingra,A Dhingra,Luxembourg,0,0,0,0,0,4,28.0,3,0,0,7.0
P Malav,P Malav,Luxembourg,0,0,0,0,0,4,44.0,1,0,0,11.0
M Cope,M Cope,Luxembourg,0,0,0,0,0,4,51.0,2,0,0,12.75
Zeeshan Kukikhel,Zeeshan Kukikhel,Hungary,30,18,5,1,166.66666666666669,4,37.0,3,0,1,9.25
Abhijeet Ahuja,Abhijeet Ahuja,Hungary,24,23,2,1,104.34782608695652,0,0.0,0,0,0,0
HV Mandhyan,HV Mandhyan,Hungary,2,8,0,0,25.0,4,37.0,0,0,1,9.25
A Kheterpal,A Kheterpal,Hungary,13,8,2,0,162.5,4,24.0,1,0,3,6.0
Zahir Mohammed,Zahir Mohammed,Hungary,32,17,3,2,188.23529411764704,0,0.0,0,0,0,0
AG Weligamage,AG Weligamage,Hungary,21,16,0,3,131.25,3,30.0,1,0,3,10.0
Khaibar Deldar,Khaibar Deldar,Hungary,2,4,0,0,50.0,0,0.0,0,0,0,0
S Ashwathnarayana,S Ashwathnarayana,Hungary,41,19,3,2,215.78947368421052,0,0.0,0,0,0,0
Ali Yalmaz,Ali Yalmaz,Hungary,0,1,0,0,0.0,2,15.0,0,0,0,7.5
Sanjay Kumar,Sanjay Kumar,Hungary,8,6,1,0,133.33333333333331,0,0.0,0,0,0,0
SA Mohandas,SA Mohandas,Hungary,0,0,0,0,0,3,26.0,1,0,1,8.666666666666666
