,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
Tamim Iqbal,Tamim Iqbal,Bangladesh,80,72,10,2,111.11111111111111,0,0.0,0,0,0,0
Junaid Siddique,Junaid Siddique,Bangladesh,5,7,1,0,71.42857142857143,0,0.0,0,0,0,0
Mohammad Ashraful,Mohammad Ashraful,Bangladesh,63,91,7,1,69.23076923076923,2,11.0,0,0,1,5.5
Raqibul Hasan,Raqibul Hasan,Bangladesh,21,29,1,1,72.41379310344827,0,0.0,0,0,0,0
Mahmudullah,Mahmudullah,Bangladesh,7,19,1,0,36.84210526315789,8,35.0,1,0,1,4.375
Mushfiqur Rahim,Mushfiqur Rahim,Bangladesh,4,10,1,0,40.0,0,0.0,0,0,0,0
Shakib Al Hasan,Shakib Al Hasan,Bangladesh,5,16,0,0,31.25,7,32.0,0,0,0,4.571428571428571
Naeem Islam,Naeem Islam,Bangladesh,4,2,1,0,200.0,2,13.0,1,0,0,6.5
Enamul Haque jnr,Enamul Haque jnr,Bangladesh,0,0,0,0,0,10,45.0,3,0,0,4.5
Abdur Razzak,Abdur Razzak,Bangladesh,0,0,0,0,0,8,41.0,2,0,2,5.125
Nazmul Hossain,Nazmul Hossain,Bangladesh,0,0,0,0,0,5,13.0,3,1,0,2.6
H Masakadza,H Masakadza,Zimbabwe,84,79,12,1,106.32911392405062,0,0.0,0,0,0,0
BRM Taylor,BRM Taylor,Zimbabwe,2,15,0,0,13.333333333333334,0,0.0,0,0,0,0
CK Coventry,CK Coventry,Zimbabwe,29,29,2,2,100.0,0,0.0,0,0,0,0
F Mutizwa,F Mutizwa,Zimbabwe,0,2,0,0,0.0,0,0.0,0,0,0,0
MN Waller,MN Waller,Zimbabwe,27,44,2,0,61.36363636363637,2,15.0,0,0,1,7.5
S Matsikenyeri,S Matsikenyeri,Zimbabwe,5,9,1,0,55.55555555555556,0,0.0,0,0,0,0
E Chigumbura,E Chigumbura,Zimbabwe,20,34,2,0,58.82352941176471,4,28.0,0,0,1,7.0
CJ Chibhabha,CJ Chibhabha,Zimbabwe,5,13,0,0,38.46153846153847,6,30.0,0,1,1,5.0
AG Cremer,AG Cremer,Zimbabwe,9,19,1,0,47.368421052631575,9,43.0,2,0,0,4.777777777777778
RW Price,RW Price,Zimbabwe,3,4,0,0,75.0,10,42.0,1,0,1,4.2
KM Jarvis,KM Jarvis,Zimbabwe,0,1,0,0,0.0,10,38.0,3,1,1,3.8
