,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
DKH Mitchell,DKH Mitchell,Worcestershire,75,83,8,0,90.36144578313254,8,39.0,0,0,0,4.875
T Kohler-Cadmore,T Kohler-Cadmore,Worcestershire,7,15,1,0,46.666666666666664,0,0.0,0,0,0,0
TC Fell,TC Fell,Worcestershire,1,6,0,0,16.666666666666664,0,0.0,0,0,0,0
JM Clarke,JM Clarke,Worcestershire,23,42,2,0,54.761904761904766,0,0.0,0,0,0,0
BL D'Oliveira,BL D'Oliveira,Worcestershire,0,4,0,0,0.0,10,44.0,2,0,0,4.4
OB Cox,OB Cox,Worcestershire,82,75,7,2,109.33333333333333,0,0.0,0,0,0,0
RA Whiteley,RA Whiteley,Worcestershire,19,30,2,0,63.33333333333333,0,0.0,0,0,0,0
J Leach,J Leach,Worcestershire,4,7,0,0,57.14285714285714,9,61.0,0,0,1,6.777777777777778
JW Hastings,JW Hastings,Worcestershire,1,2,0,0,50.0,9,51.0,1,0,0,5.666666666666667
EG Barnard,EG Barnard,Worcestershire,42,28,3,2,150.0,4,19.0,1,1,0,4.75
JD Shantry,JD Shantry,Worcestershire,12,9,2,0,133.33333333333331,10,60.0,3,0,0,6.0
JJ Cobb,JJ Cobb,Northamptonshire,25,29,2,1,86.20689655172413,6,36.0,0,0,0,6.0
RI Newton,RI Newton,Northamptonshire,107,123,9,0,86.99186991869918,0,0.0,0,0,0,0
RE Levi,RE Levi,Northamptonshire,4,8,1,0,50.0,0,0.0,0,0,0,0
RI Keogh,RI Keogh,Northamptonshire,10,17,0,0,58.82352941176471,2,16.0,0,0,0,8.0
AG Wakely,AG Wakely,Northamptonshire,52,58,3,1,89.65517241379311,0,0.0,0,0,0,0
AM Rossington,AM Rossington,Northamptonshire,63,45,10,0,140.0,0,0.0,0,0,0,0
SP Crook,SP Crook,Northamptonshire,0,1,0,0,0.0,2,16.0,0,0,0,8.0
GG White,GG White,Northamptonshire,5,8,0,0,62.5,10,54.0,3,0,1,5.4
BW Sanderson,BW Sanderson,Northamptonshire,5,12,0,0,41.66666666666667,10,34.0,1,0,1,3.4
RJ Gleeson,RJ Gleeson,Northamptonshire,0,0,0,0,0,10,56.0,2,0,2,5.6
Azharullah,Azharullah,Northamptonshire,0,0,0,0,0,10,60.0,3,0,1,6.0
