,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
Tamim Iqbal,Tamim Iqbal,Bangladesh,29,60,4,0,48.333333333333336,0,0.0,0,0,0,0
Shahriar Nafees,Shahriar Nafees,Bangladesh,7,18,1,0,38.88888888888889,0,0.0,0,0,0,0
Aftab Ahmed,Aftab Ahmed,Bangladesh,12,9,1,1,133.33333333333331,2,8.0,0,0,1,4.0
Shakib Al Hasan,Shakib Al Hasan,Bangladesh,3,8,0,0,37.5,10,44.0,3,0,0,4.4
Mohammad Ashraful,Mohammad Ashraful,Bangladesh,35,36,5,1,97.22222222222221,0,0.0,0,0,0,0
Habibul Bashar,Habibul Bashar,Bangladesh,32,57,2,0,56.14035087719298,0,0.0,0,0,0,0
Mushfiqur Rahim,Mushfiqur Rahim,Bangladesh,16,26,2,0,61.53846153846154,0,0.0,0,0,0,0
Mashrafe Mortaza,Mashrafe Mortaza,Bangladesh,0,3,0,0,0.0,10,38.0,3,3,0,3.8
Mohammad Rafique,Mohammad Rafique,Bangladesh,2,9,0,0,22.22222222222222,10,42.0,0,0,2,4.2
Abdur Razzak,Abdur Razzak,Bangladesh,11,21,0,0,52.38095238095239,9,48.0,1,0,2,5.333333333333333
Shahadat Hossain,Shahadat Hossain,Bangladesh,0,2,0,0,0.0,9,51.0,0,2,1,5.666666666666667
WTS Porterfield,WTS Porterfield,Ireland,85,136,3,0,62.5,0,0.0,0,0,0,0
JP Bray,JP Bray,Ireland,31,70,1,0,44.285714285714285,0,0.0,0,0,0,0
EJG Morgan,EJG Morgan,Ireland,5,9,1,0,55.55555555555556,0,0.0,0,0,0,0
NJ O'Brien,NJ O'Brien,Ireland,10,14,0,0,71.42857142857143,0,0.0,0,0,0,0
KJ O'Brien,KJ O'Brien,Ireland,48,44,2,2,109.09090909090908,0,0.0,0,0,0,0
DT Johnston,DT Johnston,Ireland,30,23,2,1,130.43478260869566,8,40.0,2,0,2,5.0
AR White,AR White,Ireland,4,4,0,0,100.0,0,0.0,0,0,0,0
D Langford-Smith,D Langford-Smith,Ireland,6,4,1,0,150.0,10,27.0,2,0,3,2.7
AC Botha,AC Botha,Ireland,1,1,0,0,100.0,8,31.0,2,0,0,3.875
WK McCallan,WK McCallan,Ireland,0,0,0,0,0,8,25.0,2,0,0,3.125
WB Rankin,WB Rankin,Ireland,0,0,0,0,0,8,42.0,2,0,9,5.25
