,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
JT Smuts,JT Smuts,Warriors,16,15,3,0,106.66666666666667,3,19.0,1,0,3,6.333333333333333
GL Cloete,GL Cloete,Warriors,8,10,1,0,80.0,0,0.0,0,0,0,0
LC Ngoepe,LC Ngoepe,Warriors,0,1,0,0,0.0,0,0.0,0,0,0,0
S Qeshile,S Qeshile,Warriors,1,7,0,0,14.285714285714285,0,0.0,0,0,0,0
WJ Lubbe,WJ Lubbe,Warriors,35,29,4,1,120.6896551724138,2,7.0,1,0,0,3.5
T Stubbs,T Stubbs,Warriors,44,31,4,1,141.93548387096774,0,0.0,0,0,0,0
A Gqamane,A Gqamane,Warriors,37,17,4,2,217.6470588235294,0,0.0,0,0,0,0
M Jansen,M Jansen,Warriors,4,4,1,0,100.0,4,21.0,2,0,0,5.25
A Nortje,A Nortje,Warriors,4,4,0,0,100.0,4,20.0,1,0,2,5.0
M Nabe,M Nabe,Warriors,1,1,0,0,100.0,4,21.0,4,0,0,5.25
L Makhosi,L Makhosi,Warriors,0,1,0,0,0.0,3,24.0,0,0,0,8.0
H Davids,H Davids,Titans,1,4,0,0,25.0,0,0.0,0,0,0,0
AK Markram,AK Markram,Titans,31,28,3,0,110.71428571428572,0,0.0,0,0,0,0
D Elgar,D Elgar,Titans,16,16,1,0,100.0,0,0.0,0,0,0,0
BS Makhanya,BS Makhanya,Titans,15,19,1,0,78.94736842105263,0,0.0,0,0,0,0
H Klaasen,H Klaasen,Titans,22,20,2,0,110.00000000000001,0,0.0,0,0,0,0
CH Morris,CH Morris,Titans,1,3,0,0,33.33333333333333,4,26.0,2,0,1,6.5
SR Harmer,SR Harmer,Titans,9,12,0,0,75.0,4,28.0,1,0,1,7.0
LB Williams,LB Williams,Titans,5,10,0,0,50.0,3,23.0,2,0,1,7.666666666666667
L Ngidi,L Ngidi,Titans,2,4,0,0,50.0,3,22.0,2,0,1,7.333333333333333
T Shamsi,T Shamsi,Titans,2,3,0,0,66.66666666666666,2,23.0,0,0,0,11.5
O Cele,O Cele,Titans,1,2,0,0,50.0,4,33.0,2,0,1,8.25
