,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
DJ Bell-Drummond,DJ Bell-Drummond,Kent,44,71,8,0,61.97183098591549,0,0.0,0,0,0,0
JM Cox,JM Cox,Kent,36,95,5,0,37.89473684210527,0,0.0,0,0,0,0
Z Crawley,Z Crawley,Kent,34,74,4,0,45.94594594594595,0,0.0,0,0,0,0
JL Denly,JL Denly,Kent,10,15,2,0,66.66666666666666,0,0.0,0,0,0,0
JA Leaning,JA Leaning,Kent,10,34,1,0,29.411764705882355,0,0.0,0,0,0,0
HG Kuhn,HG Kuhn,Kent,22,34,2,0,64.70588235294117,0,0.0,0,0,0,0
OG Robinson,OG Robinson,Kent,25,43,4,0,58.139534883720934,0,0.0,0,0,0,0
DI Stevens,DI Stevens,Kent,5,20,1,0,25.0,23,53.0,5,0,0,2.3043478260869565
ME Milnes,ME Milnes,Kent,13,26,1,0,50.0,20,46.0,3,0,0,2.3
FJ Klaassen,FJ Klaassen,Kent,5,18,1,0,27.77777777777778,11,62.0,1,1,0,5.636363636363637
ML Cummins,ML Cummins,Kent,1,5,0,0,20.0,11,37.0,1,1,0,3.3636363636363638
JM Cooke,JM Cooke,Glamorgan,0,13,0,0,0.0,0,0.0,0,0,0,0
DL Lloyd,DL Lloyd,Glamorgan,81,111,11,1,72.97297297297297,13,32.0,6,0,0,2.4615384615384617
M Labuschagne,M Labuschagne,Glamorgan,11,37,1,0,29.72972972972973,0,0.0,0,0,0,0
WT Root,WT Root,Glamorgan,37,81,6,0,45.67901234567901,0,0.0,0,0,0,0
KS Carlson,KS Carlson,Glamorgan,15,24,1,0,62.5,0,0.0,0,0,0,0
CB Cooke,CB Cooke,Glamorgan,0,1,0,0,0.0,0,0.0,0,0,0,0
Callum Taylor,Callum Taylor,Glamorgan,7,34,1,0,20.588235294117645,0,0.0,0,0,0,0
JAR Harris,JAR Harris,Glamorgan,18,45,3,0,40.0,8,21.0,2,0,1,2.625
T van der Gugten,T van der Gugten,Glamorgan,10,16,2,0,62.5,15,46.0,5,0,0,3.066666666666667
LJ Carey,LJ Carey,Glamorgan,14,23,2,0,60.86956521739131,16,48.0,0,0,0,3.0
MG Hogan,MG Hogan,Glamorgan,1,2,0,0,50.0,21,61.0,7,1,0,2.9047619047619047
